11,3
27,2
39,2
45,3
16,2
34,1
49,4
2,3
30,4
41,4
46,2
25,1
23,1
29,3
32,3
52,1
12,3
33,2
31,2
10,3
3,3
44,1
38,1
36,4
26,2
13,3
24,3
8,1
48,3
15,4
35,1
17,4
20,2
47,3
5,4
21,3
19,2
37,4
22,3
42,1
54,2
55,3
53,4
18,2
51,3
40,3
56,4
6,4
1,4
28,2
7,4
