96507528,63,2,,92503139
96507348,51,0,,92502881
96509338,10,,,92505669
96405211,43,152,,92358762
96405211,13,450,,92358727
96405775,10,,,92359540
96406194,11,8,,92360099
96406194,10,,,92360098
96406567,10,,,92360625
96407908,13,350,,92362522
