84863055,82494160,14,C,18,,,
84863107,78563993,49,C,20,0,N,
84865200,82498515,21,C,36,,,
84865233,78591179,51,C,20,,,
84865247,78592142,47,C,20,,,
84862038,78564064,5,C,20,,,
84866292,82701828,45,C,20,,,
84866294,82701850,47,C,14,,,
84867365,80820022,16,C,20,,,
84867376,80820058,5,C,41,,,
