89009570,79023284,3,4,,U,0,,,,
89009574,79023288,1,4,,U,0,,,,
89009577,79023291,4,4,,F,0,,,,
89009579,79023293,3,4,,U,0,,,,
89011317,79025231,1,4,,U,0,,,,
89011322,79025236,1,4,,M,2,,,,
89011324,79025238,1,4,,U,0,,,,
89011325,79025239,1,4,,F,0,,,,
89011334,79025248,1,4,,U,0,,,,
89011342,79025256,1,4,,U,0,,,,
