48094,36,32307,200,N,,0
48095,16,32308,52,Y,24-AUG-15,50
48096,4,32309,200,N,,0
48097,21,32310,1300,N,,0
48098,4,32311,200,N,,0
48099,6,32312,50,N,,0
48100,36,32313,90,N,,0
48101,20,32314,1215,N,,0
48102,19,32315,858,N,,0
48103,20,32316,2000,N,,0
