85853812,78793920,1,4,,,,5,35,M,1,2,U,,,,
85853066,78803469,1,4,,,,5,32,M,1,2,N,,,,
85853052,78803455,1,4,,,,5,27,F,1,2,R,,,,
85852301,78770781,1,4,,,,5,53,M,1,2,R,,,,
85850820,78798681,1,4,,,,5,47,F,1,2,R,,,,
85850807,78798670,1,4,,,,5,43,M,1,2,R,,,,
85850030,78833160,1,4,,,,5,23,F,1,2,R,,,,
85850011,78833140,1,4,,,,5,63,F,1,2,R,,,,
85849818,78800141,1,4,,,,5,49,M,1,2,R,,,,
85849810,78800133,1,4,,,,5,41,F,1,2,R,,,,
