12,90448363,22,5,6456969
12,90116579,1,1,6912006
4,90116579,1,1,6427611
5,90137891,5,1,6429300
16,90176523,3,9,6912761
12,90176523,1.4,1,6432441
4,90189931,.16,1,6433303
5,90191093,1.2,1,6433311
12,90258088,1.4,1,6438713
5,90367467,1.6,1,6448374
