84743770,87681440,14,26479683
84744713,87681465,1,26479686
84748198,87689009,18,26479728
84753552,87690639,16,26479744
84753558,87690644,3,26479746
84753582,87690671,3,26479753
84755586,87692401,16,26479763
84761063,87697923,3,26479784
84762227,87699684,19,26479805
84762251,87699705,1,26479811
