4661,31365,18,F,2,1
4809,31365,16,F,3,1
4844,31365,20,M,3,1
4707,31794,17,F,2,2
4821,31794,16,M,2,2
4846,31794,15,M,2,1
4852,31794,19,M,2,2
4708,31796,30,F,2,1
4647,31151,36,M,2,2
4652,31220,21,M,2,2
