12,90063238,18025375
12,90064321,18025385
19,90066578,18025434
12,90067695,18025465
12,90069897,18025496
12,90069918,18025500
18,90071060,18025506
12,90071083,18025512
3,90071086,18025513
12,90072201,18025527
