16485338,1,2015,1,C,,,,Y,2015_01_AK0010100_LKASUM,0,0,,,,,0,1
16485339,2,2015,1,C,,,,Y,2015_01_AK0010200_LKASUM,0,0,,,,,0,1
16485340,3,2015,1,C,,,,Y,2015_01_AK0010300_LKASUM,0,0,,,,,0,1
16485341,4,2015,1,C,,,,Y,2015_01_AK0010400_LKASUM,0,0,,,,,0,1
16485342,5,2015,1,C,,,,Y,2015_01_AK0010500_LKASUM,0,0,,,,,0,1
16485343,6,2015,1,C,,,,Y,2015_01_AK0010600_LKASUM,0,0,,,,,0,1
