3435587,386027,5,1,20,
3435588,386028,5,1,25,
3435591,386031,5,1,25,
3435592,386032,5,1,20,
3435593,386033,5,1,20,
3435594,386034,44,1,20,
3435597,386037,44,1,20,
3435598,386038,5,1,20,
3435599,386039,44,1,18,
3435600,386040,44,1,20,
