19276,29825,42,M,2,1
19277,29827,54,F,2,1
19278,29828,45,F,2,1
19279,29830,28,F,2,1
19280,29832,14,F,2,1
19281,29833,19,M,2,2
19282,29834,54,M,2,1
19283,29835,23,F,2,2
19284,29840,26,M,2,2
19285,29843,44,M,2,1
