34337,30164,14,20,Y
34338,30165,14,18,Y
34339,30166,14,18,Y
34340,30167,49,25,Y
34341,30168,14,20,Y
34342,30169,14,25,Y
34343,30170,49,36,Y
34344,30171,49,25,Y
34345,30172,14,25,Y
34346,30173,45,5,Y
