Record Type,ORI,Agency Name,Incident Number,Incident Date,Data Source,Report Date Indicator,Incident Hour,Cleared Exceptionally,CT Offense #1,CT Location #1,CT Offense #2,CT Location #2,CT Offense #3,CT Location #3,CT Offense #4,CT Location #4,CT Offense #5,CT Location #5,CT Offense #6,CT Location #6,CT Offense #7,CT Location #7,CT Offense #8,CT Location #8,CT Offense #9,CT Location #9,CT Offense #10,CT Location #10,Wpn Type #1,Wpn Auto #1,Wpn Type #2,Wpn Auto #2,Wpn Type #3,Wpn Auto #3,Victim Type #1,Victim Type #2,Victim Type #3,Victim Type #4,Victim Type #5,Victim Type #6,Victim Type #7,Victim Type #8,Victim Type #9,Stolen Prop Desc #1,Value of Stolen Prop #1,Prop Rec Date #1,Prop Rec Value #1,Stolen Prop Desc #2,Value of Stolen Prop #2,Prop Rec Date #2,Prop Rec Value #2,Stolen Prop Desc #3,Value of Stolen Prop #3,Prop Rec Date #3,Prop Rec Value #3,Stolen Prop Desc #4,Value of Stolen Prop #4,Prop Rec Date #4,Prop Rec Value #4,Stolen Prop Desc #5,Value of Stolen Prop #5,Prop Rec Date #5,Prop Rec Value #5,Stolen Prop Desc #6,Value of Stolen Prop #6,Prop Rec Date #6,Prop Rec Value #6,Stolen Prop Desc #7,Value of Stolen Prop #7,Prop Rec Date #7,Prop Rec Value #7,Stolen Prop Desc #8,Value of Stolen Prop #8,Prop Rec Date #8,Prop Rec Value #8,Stolen Prop Desc #9,Value of Stolen Prop #9,Prop Rec Date #9,Prop Rec Value #9,Stolen Prop Desc #10,Value of Stolen Prop #10,Prop Rec Date #10,Prop Rec Value #10,Unknown Offender Indicator,Offender Count,Age of Offender #1,Sex of Offender #1,Race of Offender #1,Ethnicity of Offender #1,Age of Offender #2,Sex of Offender #2,Race of Offender #2,Ethnicity of Offender #2,Age of Offender #3,Sex of Offender #3,Race of Offender #3,Ethnicity of Offender #3,Age of Offender #4,Sex of Offender #4,Race of Offender #4,Ethnicity of Offender #4,Age of Offender #5,Sex of Offender #5,Race of Offender #5,Ethnicity of Offender #5,Arrestee Count,Age of Arrestee #1,Sex of Arrestee #1,Race of Arrestee #1,Ethnicity of Arrestee #1,Age of Arrestee #2,Sex of Arrestee #2,Race of Arrestee #2,Ethnicity of Arrestee #2,Age of Arrestee #3,Sex of Arrestee #3,Race of Arrestee #3,Ethnicity of Arrestee #3,Age of Arrestee #4,Sex of Arrestee #4,Race of Arrestee #4,Ethnicity of Arrestee #4,Age of Arrestee #5,Sex of Arrestee #5,Race of Arrestee #5,Ethnicity of Arrestee #5
IR,TNMPD0000,MEMPHIS,1402004701ME,20140210,N,,04,,23F,25,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,07,000002599,20140210,000002100,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,3,26,M,B,,19,M,B,,17,M,B,,,,,,,,,,3,19,M,B,N,26,M,B,N,17,M,B,N,,,,,,,,
IR,TNMPD0000,MEMPHIS,1402005764ME,20140212,N,,10,,23F,17,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,02,000000362,20140212,000000362,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,1,53,M,B,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1402006784ME,20140214,N,,04,,23F,18,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,77,000004000,20140214,000004000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1402007414ME,20140214,N,,19,,23F,23,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,77,000000002,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1402008894ME,20140218,N,,06,,23F,18,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,36,000000001,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,1,35,M,B,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1402013344ME,20140225,N,,16,,270,45,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,17,000020000,20140304,000020000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,3,19,M,B,,19,M,B,,20,M,B,,,,,,,,,,1,19,M,B,N,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1402013407ME,20140226,N,,12,,23F,07,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,02,000000022,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,1,00,U,U,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1402014756ME,20140203,N,,12,,23F,45,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,06,000000785,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1403000579ME,20140302,N,,02,,23F,45,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,06,000000001,20140302,000000001,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1403000983ME,20140302,N,,23,,23F,13,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,26,000002800,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1403001152ME,20140303,N,,07,,23H,45,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,75,000000600,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1403003244ME,20140306,N,,07,,23F,18,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,08,000001000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,1,00,U,U,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1403005929ME,20140312,N,,09,,270,18,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,77,000002500,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,1,43,M,B,,,,,,,,,,,,,,,,,,1,43,M,B,N,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1403006460ME,20140313,N,,13,,270,25,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,06,000000380,20140313,000000380,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,1,31,M,B,,,,,,,,,,,,,,,,,,1,31,M,B,N,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1403006509ME,20140101,N,,12,,26B,08,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,20,000000300,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1403006986ME,20140310,N,,14,,23F,18,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,06,000000001,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1403010988ME,20140320,N,,18,,23F,23,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,02,000000032,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1404000250ME,20140401,N,,00,,23F,13,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,06,000003000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1404003167ME,20140406,N,,05,,220,05,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,07,000000979,00000000,000000000,77,000000308,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,3,00,M,B,,00,M,B,,00,M,B,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1404008350ME,20140414,N,,14,,23F,48,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,06,000006600,20140414,000006600,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,3,21,M,B,,21,M,B,,23,M,B,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1404008610ME,20140414,N,,20,,23F,18,290,18,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,27,000000002,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,1,00,U,U,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1404008652ME,20140415,N,,00,,23F,13,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,08,000001000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1404008833ME,20140415,N,,12,,23H,18,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,16,000000500,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,2,35,M,B,,35,M,B,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1404009226ME,20140416,N,,00,,23F,18,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,77,000000001,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,1,00,U,U,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1404009973ME,20140329,N,,12,,23F,05,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,26,000000600,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1404010660ME,20140224,N,,15,,23H,25,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,75,000003626,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1404017058ME,20140429,N,,02,,23F,25,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,08,000000300,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,2,00,M,B,,00,U,B,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1404017170ME,20140428,N,,23,,23F,13,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,77,000005000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,1,00,U,U,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1404017820ME,20140430,N,,09,,23F,13,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,08,000000017,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,1,40,M,B,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1405008026ME,20140426,N,,22,,23F,05,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,10,000024102,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1405009112ME,20140514,N,,21,,23F,18,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,77,000004900,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1405016312ME,20140525,N,,01,,23H,05,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,78,000015000,20140525,000015000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1405016831ME,20140526,N,,00,,23F,13,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,16,000007500,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1405016985ME,20140525,N,,21,,23F,18,290,20,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,77,000000001,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1405017320ME,20140526,N,,13,,23F,08,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,08,000000033,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,1,00,M,B,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1405017856ME,20140527,N,,14,,23F,18,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,08,000001500,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1406000888ME,20140602,N,,11,,23F,18,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,08,000005500,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,1,00,M,B,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1406001371ME,20140530,N,,16,,23F,45,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,77,000000001,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1406005846ME,20140512,N,,11,,23H,25,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,75,000001950,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1406005853ME,20140318,N,,11,,23H,25,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,75,000000518,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1406010292ME,20140615,N,,21,,23F,20,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,08,000002500,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1406010566ME,20140613,N,,15,,240,18,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,08,000050000,00000000,000000000,37,000080000,20140616,000080000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,1,44,M,W,,,,,,,,,,,,,,,,,,1,44,M,W,N,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1406011100ME,20140616,N,,21,,23F,18,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,77,000000950,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,1,00,U,U,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1406013031ME,20140523,N,,12,,23F,25,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,71,000026000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1406013483ME,20140619,N,,10,,23F,07,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,77,000000752,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1406016792ME,20140625,N,,03,,23F,18,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,19,000000001,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,1,00,M,B,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1406016879ME,20140624,N,,17,,23F,18,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,02,000000800,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,1,00,M,U,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1406016880ME,20140625,N,,00,,23F,18,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,08,000000045,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,1,00,U,U,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,TNMPD0000,MEMPHIS,1406016901ME,20140625,N,,01,,23F,18,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,16,000000700,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,000000000,00000000,000000000,,3,43,M,B,,22,M,B,,22,M,B,,,,,,,,,,3,22,M,B,N,22,M,B,N,43,M,B,N,,,,,,,,
