"ori","zip","lat","lng"
"FL0520400","33779",27.903122,-82.739518
"FL0520500","33707",27.903122,-82.739518
"FL0520600","33779",27.903122,-82.739518
"FL0521700","33785",27.903122,-82.739518
"FL0520700","33709",27.903122,-82.739518
"FL0520800","33770",27.903122,-82.739518
"FL0520900","33708",27.903122,-82.739518
"FL0522600","33779",27.903122,-82.739518
"FL0521000","33779",27.903122,-82.739518
"FL0521100","33781",27.903122,-82.739518
"FL0529000","33781",27.903122,-82.739518
"FLFHP2900"," ",27.903122,-82.739518
"FL0521200","33779",27.903122,-82.739518
"FL0522500","34635",27.903122,-82.739518
"FL0521300","33779",27.903122,-82.739518
"FL0521500","33706",27.903122,-82.739518
"FL0522900","33701",27.903122,-82.739518
"FL0521400","33705",27.903122,-82.739518
"FL0524000","33611",27.903122,-82.739518
"FL0523100"," ",27.903122,-82.739518
"FL0520S00","33540",27.903122,-82.739518
"FL0529900","33779",27.903122,-82.739518
"FL0521600","33778",27.903122,-82.739518
"FL0521800","34689",27.903122,-82.739518
"FL0521900","33706",27.903122,-82.739518
"FL0520000","33779",27.903122,-82.739518
"FL0522700","33773",27.903122,-82.739518
"FL052DB00"," ",27.903122,-82.739518
"FL052DL00"," ",27.903122,-82.739518
"FL052GM00"," ",27.903122,-82.739518
"FL052HP00"," ",27.903122,-82.739518
"FL052MP00"," ",27.903122,-82.739518
"FL0523000","33702",27.903122,-82.739518
"FL0528000","33701",27.903122,-82.739518
"FL0523200"," ",27.903122,-82.739518
"FL0523300"," ",27.903122,-82.739518
"FL0530100","33823",27.953115,-81.692783
"FL0530200","33830",27.953115,-81.692783
"FL0531900"," ",27.953115,-81.692783
"FL0530300","33836",27.953115,-81.692783
"FL0530400","33838",27.953115,-81.692783
"FL0530500","33839",27.953115,-81.692783
"FL0530700","33841",27.953115,-81.692783
"FL0530800","33843",27.953115,-81.692783
"FL0532000"," ",27.953115,-81.692783
"FL0530900","33844",27.953115,-81.692783
"FL0531000","33850",27.953115,-81.692783
"FL0531100","33851",27.953115,-81.692783
"FL0531200","33801",27.953115,-81.692783
"FL0531800","33801",27.953115,-81.692783
"FL0535000","32399",27.953115,-81.692783
"FL0539000","33805",27.953115,-81.692783
"FLFHP1600"," ",27.953115,-81.692783
"FL0531300","33853",27.953115,-81.692783
"FL0531400","33860",27.953115,-81.692783
"FL0531500","33868",27.953115,-81.692783
"FL0531600","33881",27.953115,-81.692783
"FL0530000","33830",27.953115,-81.692783
"FL053DB00"," ",27.953115,-81.692783
"FL053DL00"," ",27.953115,-81.692783
"FL053GM00"," ",27.953115,-81.692783
"FL053HP00"," ",27.953115,-81.692783
"FL053MP00"," ",27.953115,-81.692783
"FL0531700","33801",27.953115,-81.692783
"FL0534000","32399",27.953115,-81.692783
"FL0538000","33811",27.953115,-81.692783
"FL0539100"," ",27.953115,-81.692783
"FL0532100","32301",27.953115,-81.692783
"FL0540200","32112",29.606006,-81.740894
"FL0549000","32132",29.606006,-81.740894
"FL0540300","32148",29.606006,-81.740894
"FL0540100","32177",29.606006,-81.740894
"FLFHP2500"," ",29.606006,-81.740894
"FL0540500","32181",29.606006,-81.740894
"FL0540400","32193",29.606006,-81.740894
"FL0540000","32177",29.606006,-81.740894
"FL054DB00"," ",29.606006,-81.740894
"FL054DL00"," ",29.606006,-81.740894
"FL054GM00"," ",29.606006,-81.740894
"FL054HP00"," ",29.606006,-81.740894
"FL054MP00"," ",29.606006,-81.740894
"FL0544000","32399",29.606006,-81.740894
"FL0545000","32399",29.606006,-81.740894
"FL0548000","32177",29.606006,-81.740894
"FL0540600"," ",29.606006,-81.740894
"FL0550400","32084",29.890655,-81.38395
"FL0550500","32082",29.890655,-81.38395
"FL0550700","32084",29.890655,-81.38395
"FL0550100","32085",29.890655,-81.38395
"FL0550300","32084",29.890655,-81.38395
"FL0558000","32084",29.890655,-81.38395
"FL0550600"," ",29.890655,-81.38395
"FL0550800"," ",29.890655,-81.38395
"FLFHP3900"," ",29.890655,-81.38395
"FL0550200","32080",29.890655,-81.38395
"FL0550000","32084",29.890655,-81.38395
"FL055DB00"," ",29.890655,-81.38395
"FL055DL00"," ",29.890655,-81.38395
"FL055GM00"," ",29.890655,-81.38395
"FL055HP00"," ",29.890655,-81.38395
"FL055MP00"," ",29.890655,-81.38395
"FL0554000","32399",29.890655,-81.38395
"FL0555000","32399",29.890655,-81.38395
"FL0559000","32084",29.890655,-81.38395
"FL0560100","34954",27.380775,-80.443364
"FL0565000","32399",27.380775,-80.443364
"FL0568000","34982",27.380775,-80.443364
"FL0569000","34946",27.380775,-80.443364
"FL0560300"," ",27.380775,-80.443364
"FL0560500"," ",27.380775,-80.443364
"FLFHP1100"," ",27.380775,-80.443364
"FL0560200","34984",27.380775,-80.443364
"FL0560400"," ",27.380775,-80.443364
"FL0560000","34981",27.380775,-80.443364
"FL056DB00"," ",27.380775,-80.443364
"FL056DL00"," ",27.380775,-80.443364
"FL056GM00"," ",27.380775,-80.443364
"FL056HP00"," ",27.380775,-80.443364
"FL056MP00"," ",27.380775,-80.443364
"FL0564000","32399",27.380775,-80.443364
"FL0570200","32561",30.703633,-87.014255
"FL0570300","32565",30.703633,-87.014255
"FL0570100","32572",30.703633,-87.014255
"FL0570400"," ",30.703633,-87.014255
"FL0570500"," ",30.703633,-87.014255
"FL0570600"," ",30.703633,-87.014255
"FL0570000","32572",30.703633,-87.014255
"FL057DB00"," ",30.703633,-87.014255
"FL057DL00"," ",30.703633,-87.014255
"FL057GM00"," ",30.703633,-87.014255
"FL057HP00"," ",30.703633,-87.014255
"FL057MP00"," ",30.703633,-87.014255
"FL0574000","32399",30.703633,-87.014255
"FL0575000","32399",30.703633,-87.014255
"FL0578000","32570",30.703633,-87.014255
"FL0579000","32404",30.703633,-87.014255
"FL0570700","32301",30.703633,-87.014255
"FL0281000"," ",27.184386,-82.365835
"FL0580300","34287",27.184386,-82.365835
"FL0580500"," ",27.184386,-82.365835
"FL0580700","34243",27.184386,-82.365835
"FL0580100","34230",27.184386,-82.365835
"FL0585000","32399",27.184386,-82.365835
"FL0588000","34236",27.184386,-82.365835
"FL0580200","34292",27.184386,-82.365835
"FL0589000","34293",27.184386,-82.365835
"FLFHP4100"," ",27.184386,-82.365835
"MO0741400"," ",40.360484,-94.883281
"FL0580900","34231",27.184386,-82.365835
"FL0580000","34230",27.184386,-82.365835
"FL0580600","34243",27.184386,-82.365835
"FL058DB00"," ",27.184386,-82.365835
"FL058DL00"," ",27.184386,-82.365835
"FL058GM00"," ",27.184386,-82.365835
"FL058HP00"," ",27.184386,-82.365835
"FL058MP00"," ",27.184386,-82.365835
"FL0580400","34243",27.184386,-82.365835
"FL0584000","32399",27.184386,-82.365835
"FL0590100","32701",28.690079,-81.13198
"FL0590200","32707",28.690079,-81.13198
"FL0590700","32746",28.690079,-81.13198
"FL0590300","32750",28.690079,-81.13198
"FL0590400","32765",28.690079,-81.13198
"FL0590500","32771",28.690079,-81.13198
"FL0590800"," ",28.690079,-81.13198
"FL0590600","32708",28.690079,-81.13198
"FL0590000","32773",28.690079,-81.13198
"FL0591000","32773",28.690079,-81.13198
"FL059DB00"," ",28.690079,-81.13198
"FL059DL00"," ",28.690079,-81.13198
"FL059GM00"," ",28.690079,-81.13198
"FL059HP00"," ",28.690079,-81.13198
"FL059MP00"," ",28.690079,-81.13198
"FL0594000","32399",28.690079,-81.13198
"FL0595000","32399",28.690079,-81.13198
"FL0598000","32773",28.690079,-81.13198
"FL0599000","32807",28.690079,-81.13198
"FL0600100","33513",28.714294,-82.074715
"FL0600200","33514",28.714294,-82.074715
"FL0600300","33521",28.714294,-82.074715
"FLD0T1000"," ",28.714294,-82.074715
"FL0600400","33597",28.714294,-82.074715
"FL0600500","34785",28.714294,-82.074715
"FL0600000","33513",28.714294,-82.074715
"FL060DB00"," ",28.714294,-82.074715
"FL060DL00"," ",28.714294,-82.074715
"FL060GM00"," ",28.714294,-82.074715
"FL060HP00"," ",28.714294,-82.074715
"FL060MP00"," ",28.714294,-82.074715
"FL0604000","32399",28.714294,-82.074715
"FL0605000","32399",28.714294,-82.074715
"FL0608000","33597",28.714294,-82.074715
"FL0609000","33612",28.714294,-82.074715
"FL0600600","32301",28.714294,-82.074715
"FL0610100","32008",30.189244,-82.992754
"FL0610800"," ",30.189244,-82.992754
"FL0610200","32064",30.189244,-82.992754
"FL0610300","32052",30.189244,-82.992754
"FL0615000","32399",30.189244,-82.992754
"FL0610400"," ",30.189244,-82.992754
"FL0610500"," ",30.189244,-82.992754
"FL0610600"," ",30.189244,-82.992754
"FL0610700"," ",30.189244,-82.992754
"FL0610900"," ",30.189244,-82.992754
"FL0610000","32064",30.189244,-82.992754
"FL061DB00"," ",30.189244,-82.992754
"FL061DL00"," ",30.189244,-82.992754
"FL061GM00"," ",30.189244,-82.992754
"FL061HP00"," ",30.189244,-82.992754
"FL061MP00"," ",30.189244,-82.992754
"FL0614000","32399",30.189244,-82.992754
"FL0618000","32064",30.189244,-82.992754
"FL0619000","32055",30.189244,-82.992754
"FL0611000","32301",30.189244,-82.992754
"FLFHP2800"," ",30.009908,-83.609483
"FL0620100","32347",30.009908,-83.609483
"FL0629000","32340",30.009908,-83.609483
"FL0620000","32347",30.009908,-83.609483
"FL062DB00"," ",30.009908,-83.609483
"FL062DL00"," ",30.009908,-83.609483
"FL062GM00"," ",30.009908,-83.609483
"FL062HP00"," ",30.009908,-83.609483
"FL062MP00"," ",30.009908,-83.609483
"FL0624000","32399",30.009908,-83.609483
"FL0625000","32399",30.009908,-83.609483
"FL0628000","32347",30.009908,-83.609483
"FL0620200","32301",30.009908,-83.609483
"FL0630100"," ",30.05428,-82.366918
"FL0638000","32054",30.05428,-82.366918
"FL0630200"," ",30.05428,-82.366918
"FL0630300"," ",30.05428,-82.366918
"FL0630000","32054",30.05428,-82.366918
"FL063DB00"," ",30.05428,-82.366918
"FL063DL00"," ",30.05428,-82.366918
"FL063GM00"," ",30.05428,-82.366918
"FL063HP00"," ",30.05428,-82.366918
"FL0634000","32399",30.05428,-82.366918
"FL0635000","32399",30.05428,-82.366918
"FL0639000","32055",30.05428,-82.366918
"FL063MP00"," ",30.05428,-82.366918
"FL0640100","32114",29.057698,-81.161804
"FL0645000","32399",29.057698,-81.161804
"FL0641800"," ",29.057698,-81.161804
"FL0641900"," ",29.057698,-81.161804
"FL0642000"," ",29.057698,-81.161804
"FLFHP3600"," ",29.057698,-81.161804
"FL0640500","32118",29.057698,-81.161804
"FL0640200","32720",29.057698,-81.161804
"FL0649000","32724",29.057698,-81.161804
"FL0642100"," ",29.057698,-81.161804
"FLFHP0600"," ",29.057698,-81.161804
"FL0642200"," ",29.057698,-81.161804
"FL0640600","32132",29.057698,-81.161804
"FL0640700","32117",29.057698,-81.161804
"FL0640800","32744",29.057698,-81.161804
"FL0640300","32168",29.057698,-81.161804
"FL0640900","32759",29.057698,-81.161804
"FL0641000","32763",29.057698,-81.161804
"FL0640400","32174",29.057698,-81.161804
"FL0641100","32180",29.057698,-81.161804
"FL0641400","32127",29.057698,-81.161804
"FL0641200","32129",29.057698,-81.161804
"OH0630600"," ",41.119141,-84.576966
"FL0641300","32121",29.057698,-81.161804
"FL0640000","32721",29.057698,-81.161804
"FL0641700","32118",29.057698,-81.161804
"FL064DB00"," ",29.057698,-81.161804
"FL064DL00"," ",29.057698,-81.161804
"FL064GM00"," ",29.057698,-81.161804
"FL064HP00"," ",29.057698,-81.161804
"FL064MP00"," ",29.057698,-81.161804
"FL0641500","32114",29.057698,-81.161804
"FL0641600","32120",29.057698,-81.161804
"FL0644000","32399",29.057698,-81.161804
"FL0648000","32114",29.057698,-81.161804
"FL0649100","32724",29.057698,-81.161804
"FL0642300"," ",29.057698,-81.161804
"FL0650300"," ",30.14036,-84.375117
"FL0650100"," ",30.14036,-84.375117
"FL0650200","32358",30.14036,-84.375117
"FL0650000","32327",30.14036,-84.375117
"FL065DB00"," ",30.14036,-84.375117
"FL065DL00"," ",30.14036,-84.375117
"FL065GM00"," ",30.14036,-84.375117
"FL065HP00"," ",30.14036,-84.375117
"FL065MP00"," ",30.14036,-84.375117
"FL0654000","32399",30.14036,-84.375117
"FL0655000","32399",30.14036,-84.375117
"FL0658000","32327",30.14036,-84.375117
"FL0659000","32308",30.14036,-84.375117
"FL0650400","32301",30.14036,-84.375117
"FL0660100","32433",30.631211,-86.176614
"FL0101100"," ",30.631211,-86.176614
"FL0660200","32538",30.631211,-86.176614
"FL0660400"," ",30.631211,-86.176614
"FL0660000","32433",30.631211,-86.176614
"FL066DB00"," ",30.631211,-86.176614
"FL066DL00"," ",30.631211,-86.176614
"FL066GM00"," ",30.631211,-86.176614
"FL066HP00"," ",30.631211,-86.176614
"FL066MP00"," ",30.631211,-86.176614
"FL0664000","32399",30.631211,-86.176614
"FL0665000","32399",30.631211,-86.176614
"FL0668000","32433",30.631211,-86.176614
"FL0669000","32404",30.631211,-86.176614
"FL0660300"," ",30.631211,-86.176614
"FL0670100","32428",30.602217,-85.662797
"FL0670300"," ",30.602217,-85.662797
"FL0670200","32462",30.602217,-85.662797
"FL0670000","32428",30.602217,-85.662797
"FL067DB00"," ",30.602217,-85.662797
"FL067DL00"," ",30.602217,-85.662797
"FL067GM00"," ",30.602217,-85.662797
"FL067HP00"," ",30.602217,-85.662797
"FL067MP00"," ",30.602217,-85.662797
"FL0674000","32399",30.602217,-85.662797
"FL0675000","32399",30.602217,-85.662797
"FL0678000","32428",30.602217,-85.662797
"FL0679000","32404",30.602217,-85.662797
"FL0670400"," ",30.602217,-85.662797
"FL0670500","32301",30.602217,-85.662797
"GA0010100","31515",31.739712,-82.290103
"GA0010300","31513",31.739712,-82.290103
"GA0010200","31563",31.739712,-82.290103
"GA0010000","31513",31.739712,-82.290103
"GA0020100","31642",31.296677,-82.878067
"GA0020200","31650",31.296677,-82.878067
"GA0020000","31642",31.296677,-82.878067
"GA0030100","31510",31.563327,-82.387859
"GA0030000","31510",31.563327,-82.387859
"GA0040100","39870",31.31958,-84.454881
"GA0040000","39870",31.31958,-84.454881
"GA0050400","31061",33.059504,-83.255452
"GA0050300","31061",33.059504,-83.255452
"GA0050100","31061",33.059504,-83.255452
"GAGBI0500","31059",33.059504,-83.255452
"GAGSP3300","31061",33.059504,-83.255452
"GA0050200","31062",33.059504,-83.255452
"GA0050000","31059",33.059504,-83.255452
"GA0060100"," ",34.351922,-83.498441
"GA0780300","30558",34.351922,-83.498441
"GA0060000","30547",34.351922,-83.498441
"GA0070200","30011",33.992009,-83.712303
"GA0070300","30666",33.992009,-83.712303
"GA0070100","30680",33.992009,-83.712303
"GA0070000","30680",33.992009,-83.712303
"GA0070400"," ",33.992009,-83.712303
"GA0070600"," ",33.992009,-83.712303
"GA0080200","30103",34.240917,-84.838188
"GA0080100","30120",34.240917,-84.838188
"GAGSP0300","30120",34.240917,-84.838188
"GAGSPH600"," ",34.240917,-84.838188
"GA0080600","30137",34.240917,-84.838188
"GA0080700","30145",34.240917,-84.838188
"GA0080300","30145",34.240917,-84.838188
"GA0080400"," ",34.240917,-84.838188
"GA0080500","30184",34.240917,-84.838188
"GA0080000","30121",34.240917,-84.838188
"GA0080800","30120",34.240917,-84.838188
"GA0090100","31750",31.740775,-83.14719
"GA0090000","31750",31.740775,-83.14719
"GA0100200","31622",31.274308,-83.231906
"GA0100400","31749",31.274308,-83.231906
"GA0100100","31639",31.274308,-83.231906
"GA0100300","31645",31.274308,-83.231906
"GA0100000","31639",31.274308,-83.231906
"GA0110600"," ",32.808844,-83.694193
"GA0110100","31202",32.808844,-83.694193
"GA0111200","31208",32.808844,-83.694193
"GA0111400","31206",32.808844,-83.694193
"GA0110900","31207",32.808844,-83.694193
"GA0111100","31210",32.808844,-83.694193
"GA1430300","31211",32.808844,-83.694193
"GA0110500"," ",32.808844,-83.694193
"GA0111300"," ",32.808844,-83.694193
"GAGBI2100"," ",32.808844,-83.694193
"GA0110300","31204",32.808844,-83.694193
"GA0110000","31201",32.808844,-83.694193
"GA0110400","31204",32.808844,-83.694193
"GA0110200","31298",32.808844,-83.694193
"GA0110700"," ",32.808844,-83.694193
"GA0120200","31014",32.435403,-83.331717
"GA0120100","31014",32.435403,-83.331717
"GA0120000","31014",32.435403,-83.331717
"GA0130200","31542",31.197334,-81.982978
"GA0130100","31553",31.197334,-81.982978
"GA0130000","31553",31.197334,-81.982978
"GA1480400","31510",30.822934,-83.581905
"GA0140200","31638",30.822934,-83.581905
"GA0140100","31643",30.822934,-83.581905
"GA0140000","31643",30.822934,-83.581905
"GA0150100","31321",32.017969,-81.438543
"GA0150200","31324",32.017969,-81.438543
"GA0150300"," ",32.017969,-81.438543
"GA0150000","31321",32.017969,-81.438543
"GA0160200","30415",32.393408,-81.74381
"GA0160300","30450",32.393408,-81.74381
"GA0160500","30452",32.393408,-81.74381
"GA0160100","30458",32.393408,-81.74381
"GA0160400","30460",32.393408,-81.74381
"GAGBI0600","30458",32.393408,-81.74381
"GAGSP4500","30458",32.393408,-81.74381
"GA0160600"," ",32.393408,-81.74381
"GA0160000","30458",32.393408,-81.74381
"GA0160700"," ",32.393408,-81.74381
"GA0170400"," ",33.050819,-82.011571
"GA0170500","30816",33.050819,-82.011571
"GA0170200","30441",33.050819,-82.011571
"GA0170300","30456",33.050819,-82.011571
"GA0170100","30830",33.050819,-82.011571
"GA0170000","30830",33.050819,-82.011571
"GA0180300","30233",33.290355,-83.958221
"GA0180100","30233",33.290355,-83.958221
"GA0180200","30233",33.290355,-83.958221
"GA0180000","30233",33.290355,-83.958221
"GA0180400"," ",33.290355,-83.958221
"GA0190100","39813",31.521279,-84.62629
"GA0190200","39846",31.521279,-84.62629
"GA0190300","31762",31.521279,-84.62629
"GA0190000","39866",31.521279,-84.62629
"GA0200100","31548",30.913347,-81.642001
"GAGBI2000","31548",30.913347,-81.642001
"GA0200200","31558",30.913347,-81.642001
"GA0200300"," ",30.913347,-81.642001
"GA0200400","31569",30.913347,-81.642001
"GA0200000","31569",30.913347,-81.642001
"GA0210100","30439",32.403997,-82.07131
"GA0210200","30439",32.403997,-82.07131
"GA0210000","30439",32.403997,-82.07131
"GA0220300","30108",33.582237,-85.080527
"GA0220600","30118",33.582237,-85.080527
"GA0220100","30117",33.582237,-85.080527
"GA0220800"," ",33.582237,-85.080527
"GA0220700","30150",33.582237,-85.080527
"GA0220400","30179",33.582237,-85.080527
"GA0220200","30180",33.582237,-85.080527
"GAGSP0400","30180",33.582237,-85.080527
"GA0220500","30185",33.582237,-85.080527
"GA0220000","30116",33.582237,-85.080527
"GA0230100","30742",34.899393,-85.137353
"GA0230200","30736",34.899393,-85.137353
"GA0230000","30736",34.899393,-85.137353
"GA0240100","31537",30.779904,-82.139644
"GA0240200","31537",30.779904,-82.139644
"GA0240000","31537",30.779904,-82.139644
"GA0250900","31302",31.980523,-81.08519
"GA0250200","31408",31.980523,-81.08519
"GA0252600"," ",31.980523,-81.08519
"GA0250400","31322",31.980523,-81.08519
"GA0250500","31407",31.980523,-81.08519
"GA0251100","31419",31.980523,-81.08519
"GA0251000","31401",31.980523,-81.08519
"GAGBI1500","31419",31.980523,-81.08519
"GA0251200","31402",31.980523,-81.08519
"GA0251900","31406",31.980523,-81.08519
"GA0251400"," ",31.980523,-81.08519
"GA0251700"," ",31.980523,-81.08519
"GA0252000"," ",31.980523,-81.08519
"GA0252100"," ",31.980523,-81.08519
"GA0252200"," ",31.980523,-81.08519
"GA0252400"," ",31.980523,-81.08519
"GA0252500"," ",31.980523,-81.08519
"GAGBI2400"," ",31.980523,-81.08519
"GA0250700","31404",31.980523,-81.08519
"GA0250600","31328",31.980523,-81.08519
"GA0250000","31405",31.980523,-81.08519
"GA0251600","31401",31.980523,-81.08519
"GA0250800","31402",31.980523,-81.08519
"GA0250100","31405",31.980523,-81.08519
"GA0251500"," ",31.980523,-81.08519
"GA0250300","31412",31.980523,-81.08519
"GA0251800","31405",31.980523,-81.08519
"GA0260000","31805",32.347445,-84.788021
"GA0260100","31805",32.347445,-84.788021
"GA0270300","30730",34.474178,-85.345289
"GA0270400","30731",34.474178,-85.345289
"GA0270100","30747",34.474178,-85.345289
"GA0270200","30753",34.474178,-85.345289
"GA0270000","30747",34.474178,-85.345289
"GA0280200","30107",34.244317,-84.475057
"GA0280100","30114",34.244317,-84.475057
"GAGSP2800","30143",34.244317,-84.475057
"GA0280300","30142",34.244317,-84.475057
"GA0280400","30114",34.244317,-84.475057
"GA0281100","30183",34.244317,-84.475057
"GA0280500","30188",34.244317,-84.475057
"GA0280000","30115",34.244317,-84.475057
"GA0280900","30114",34.244317,-84.475057
"GA0280700","30114",34.244317,-84.475057
"GA0280800","30183",34.244317,-84.475057
"GA0281200"," ",34.244317,-84.475057
"GA0281000"," ",34.244317,-84.475057
"GA0290100","30605",33.952185,-83.367152
"GA0290200","30602",33.952185,-83.367152
"GAGBI1400","30601",33.952185,-83.367152
"GAGSP3200","30601",33.952185,-83.367152
"GA0290600"," ",33.952185,-83.367152
"GA0290700"," ",33.952185,-83.367152
"GA0290800"," ",33.952185,-83.367152
"GA0290400","30683",33.952185,-83.367152
"GA0290000","30601",33.952185,-83.367152
"GA0290300","30601",33.952185,-83.367152
"GA0290500"," ",33.952185,-83.367152
"GA0300100","31751",31.619831,-84.992583
"GA0300000","39851",31.619831,-84.992583
"GA0311200"," ",33.542686,-84.355573
"GA0310200","30297",33.542686,-84.355573
"GA0311300","30297",33.542686,-84.355573
"GA0311000"," ",33.542686,-84.355573
"GA0310400","30236",33.542686,-84.355573
"GA0310600","30260",33.542686,-84.355573
"GA0311400"," ",33.542686,-84.355573
"GA0310800","30260",33.542686,-84.355573
"GA0310300","30260",33.542686,-84.355573
"GA0310700","30236",33.542686,-84.355573
"GA0310500","30274",33.542686,-84.355573
"GA0310100","30236",33.542686,-84.355573
"GA0310000","30236",33.542686,-84.355573
"GA0310900","30236",33.542686,-84.355573
"GA0311100"," ",33.542686,-84.355573
"GA0311500"," ",33.542686,-84.355573
"GA0320100","31634",30.917653,-82.702614
"GA0320000","31634",30.917653,-82.702614
"GA0330500","30101",33.93994,-84.574166
"GA0330100","30106",33.93994,-84.574166
"GA1040200","30663",33.593732,-83.492324
"GAGSPH800"," ",33.93994,-84.574166
"GA0331000","30032",33.93994,-84.574166
"GA0330600","30144",33.93994,-84.574166
"GA0331200","30144",33.93994,-84.574166
"GA0330700"," ",33.93994,-84.574166
"GA0331100","30060",33.93994,-84.574166
"GA0330300","30060",33.93994,-84.574166
"GAGSP0900","30336",33.93994,-84.574166
"GA0331700"," ",33.93994,-84.574166
"GAGBI2300"," ",33.93994,-84.574166
"GA0330800","30127",33.93994,-84.574166
"GA0330400","30080",33.93994,-84.574166
"GA0331800"," ",33.93994,-84.574166
"GA0330000","30060",33.93994,-84.574166
"GA0331300","30060",33.93994,-84.574166
"GA0330200","30060",33.93994,-84.574166
"GA0331400","30008",33.93994,-84.574166
"GA0331500"," ",33.93994,-84.574166
"GA0331600"," ",33.93994,-84.574166
"GA0331900"," ",33.93994,-84.574166
"GA0332000"," ",33.93994,-84.574166
"GA0332100"," ",33.93994,-84.574166
"GA0332200"," ",33.93994,-84.574166
"GA0340200"," ",31.549245,-82.844938
"GA0340300","31519",31.549245,-82.844938
"GA0340100","31533",31.549245,-82.844938
"GA0340500","31533",31.549245,-82.844938
"GAGBI0300","31534",31.549245,-82.844938
"GAGSP3600","31535",31.549245,-82.844938
"GA0340600"," ",31.549245,-82.844938
"GA0340400","31554",31.549245,-82.844938
"GA0340000","31533",31.549245,-82.844938
"GA0350200","31722",31.189758,-83.769741
"GA0350300","31744",31.189758,-83.769741
"GA0350500","31747",31.189758,-83.769741
"GA0350100","31768",31.189758,-83.769741
"GA0350400","31771",31.189758,-83.769741
"GA0350000","31768",31.189758,-83.769741
"GA0360400"," ",33.550551,-82.251361
"GA0360100","30813",33.550551,-82.251361
"GA0360200","30814",33.550551,-82.251361
"GA0360000","30802",33.550551,-82.251361
"GA0360500","30809",33.550551,-82.251361
"GA0360300","30809",33.550551,-82.251361
"GA0370100","31620",31.152962,-83.429567
"GA0370400"," ",31.152962,-83.429567
"GA0370200","31637",31.152962,-83.429567
"GA0370300","31647",31.152962,-83.429567
"GA0370000","31620",31.152962,-83.429567
"GA0380200","30220",33.352897,-84.762138
"GA0380100","30263",33.352897,-84.762138
"GAGSP2400","30263",33.352897,-84.762138
"GA0380300","30276",33.352897,-84.762138
"GA0380000","30263",33.352897,-84.762138
"GA0390100","31078",32.709428,-83.979187
"GA0390000","31078",32.709428,-83.979187
"GA0400200","31712",31.914753,-83.753338
"GA0400100","31015",31.914753,-83.753338
"GAGSP3000","31015",31.914753,-83.753338
"GA0400300"," ",31.914753,-83.753338
"GA0400000","31015",31.914753,-83.753338
"GA0400400"," ",31.914753,-83.753338
"GA0410100","30752",34.852424,-85.506201
"GAGSP0100","30223",33.262389,-84.286067
"GA0410000","30752",34.852424,-85.506201
"GA0420100","30534",34.442842,-84.173284
"GA0420000","30534",34.442842,-84.173284
"GA0430200","39815",30.878091,-84.577894
"GA0430100","31717",30.878091,-84.577894
"GA0430900","39818",30.878091,-84.577894
"GA0430300","39834",30.878091,-84.577894
"GA0430000","39817",30.878091,-84.577894
"GA0430400","39819",30.878091,-84.577894
"GAGSP4800","30336",33.770661,-84.226343
"GA0445300"," ",33.770661,-84.226343
"GA0440300","30002",33.770661,-84.226343
"GA0440400","30341",33.770661,-84.226343
"GAGSPH700"," ",33.770661,-84.226343
"GA0441600","30021",33.770661,-84.226343
"GA0440500","30021",33.770661,-84.226343
"GA0445400","30021",33.770661,-84.226343
"GAGBI0000","30034",33.770661,-84.226343
"GA0440100","30030",33.770661,-84.226343
"GA0441300","30030",33.770661,-84.226343
"GA0441500"," ",33.770661,-84.226343
"GA0441700"," ",33.770661,-84.226343
"GA0446000"," ",33.770661,-84.226343
"GAGBI2500"," ",33.770661,-84.226343
"GAGBI2700"," ",33.770661,-84.226343
"GAGBI2800"," ",33.770661,-84.226343
"GA0440600","30040",33.770661,-84.226343
"GA0441400","30322",33.770661,-84.226343
"GA0447100","30346",33.770661,-84.226343
"GA0440700","30058",33.770661,-84.226343
"GA0441000","30030",33.770661,-84.226343
"GA0440800","30072",33.770661,-84.226343
"GA0440900","30083",33.770661,-84.226343
"GA0441100","30086",33.770661,-84.226343
"GA0447000"," ",33.770661,-84.226343
"GA0441900"," ",33.770661,-84.226343
"GA0441800"," ",33.770661,-84.226343
"GA0442400"," ",33.770661,-84.226343
"GAGBI2200"," ",33.770661,-84.226343
"GA0440000","30032",33.770661,-84.226343
"GA0445100","30083",33.770661,-84.226343
"GA0440200","30084",33.770661,-84.226343
"GA0441200","30030",33.770661,-84.226343
"GA0442000"," ",33.770661,-84.226343
"GA0442100"," ",33.770661,-84.226343
"GA0442200"," ",33.770661,-84.226343
"GA0442300"," ",33.770661,-84.226343
"GA0445200"," ",33.770661,-84.226343
"GAAPD0300"," ",33.770661,-84.226343
"GADPS0100"," ",33.770661,-84.226343
"GA0450200","31011",32.160235,-83.156241
"GA0450300","31012",32.160235,-83.156241
"GA0450100","31023",32.160235,-83.156241
"GA0450400","31077",32.160235,-83.156241
"GA0450000","31023",32.160235,-83.156241
"GA0460400","31007",32.151995,-83.807167
"GA0460300","31070",32.151995,-83.807167
"GA0460200","31091",32.151995,-83.807167
"GA0460100","31092",32.151995,-83.807167
"GA0460000","31070",32.151995,-83.807167
"GA0460500"," ",32.151995,-83.807167
"GA0470300","31705",31.532588,-84.20904
"GA0470100","31702",31.532588,-84.20904
"GAGBI1600","31791",31.532588,-84.20904
"GAGSP4000","31705",31.532588,-84.20904
"GA0470400","31702",31.532588,-84.20904
"GA0471000","31707",31.532588,-84.20904
"GA0470700"," ",31.532588,-84.20904
