"ori","zip","lat","lng"
"AL0040200","36003",32.536382,-86.64449
"AL0040100","36067",32.536382,-86.64449
"AL0040300"," ",32.536382,-86.64449
"AL0040000","36067",32.536382,-86.64449
"AL0051100","36507",30.659218,-87.746067
"AL0050100","36507",30.659218,-87.746067
"AL0050800","36526",30.659218,-87.746067
"AL0051000","36530",30.659218,-87.746067
"AL0050200","36533",30.659218,-87.746067
"AL0050300","36535",30.659218,-87.746067
"AL0050400","36542",30.659218,-87.746067
"AL0050600","36551",30.659218,-87.746067
"AL0051200","36561",30.659218,-87.746067
"AL0051400"," ",30.659218,-87.746067
"AL0050500","36567",30.659218,-87.746067
"AL0050700","36576",30.659218,-87.746067
"AL0051300","36527",30.659218,-87.746067
"AL0051500"," ",30.659218,-87.746067
"AL0050900","36580",30.659218,-87.746067
"AL0050000","36507",30.659218,-87.746067
"AL0060700","36027",31.870253,-85.405104
"AL0060600"," ",31.870253,-85.405104
"AL0060200","36016",31.870253,-85.405104
"AL0060300","36017",31.870253,-85.405104
"AL0060100","36072",31.870253,-85.405104
"AL0060500"," ",31.870253,-85.405104
"ALAST0600"," ",31.870253,-85.405104
"AL0060400","36048",31.870253,-85.405104
"AL0060000","36016",31.870253,-85.405104
"AL0070200","35034",33.015893,-87.127148
"AL0070100","35042",33.015893,-87.127148
"AL0070300","35184",33.015893,-87.127148
"AL0070400","35188",33.015893,-87.127148
"AL0070000","35042",33.015893,-87.127148
"AL0080200","35031",33.977448,-86.567246
"AL0080300","35049",33.977448,-86.567246
"AL0080500","35121",33.977448,-86.567246
"AL0080100","35121",33.977448,-86.567246
"AL0080400","35952",33.977448,-86.567246
"AL0080600"," ",33.977448,-86.567246
"AL0080000","35121",33.977448,-86.567246
"AL0090100","36089",32.101759,-85.717261
"AL0090000","36089",32.101759,-85.717261
"AL0100200","36033",31.751667,-86.681969
"AL0100100","36037",31.751667,-86.681969
"AL0100300","35456",31.751667,-86.681969
"AL0100000","36037",31.751667,-86.681969
"AL0110100","36202",33.771706,-85.822513
"AL0110900"," ",33.771706,-85.822513
"AL0110600","36201",33.771706,-85.822513
"AL0110200","36265",33.771706,-85.822513
"AL0110800","36265",33.771706,-85.822513
"ALAST1100"," ",33.771706,-85.822513
"AL0110700","36271",33.771706,-85.822513
"AL0110500","36203",33.771706,-85.822513
"AL0110300","36272",33.771706,-85.822513
"AL0110400","36277",33.771706,-85.822513
"AL0110000","36201",33.771706,-85.822513
"AL0111100"," ",33.771706,-85.822513
"AL0120100","36862",32.915504,-85.394032
"AL0120200","36863",32.915504,-85.394032
"AL0120400","36854",32.915504,-85.394032
"AL0120300"," ",32.915504,-85.394032
"AL0120000","36862",32.915504,-85.394032
"ALAST2000"," ",34.703112,-87.801457
"AL0130200","35959",34.069515,-85.654242
"AL0130100","35960",34.069515,-85.654242
"AL0130400"," ",34.069515,-85.654242
"AL0130300","35983",34.069515,-85.654242
"AL0130000","35960",34.069515,-85.654242
"AL0140100","35046",32.854051,-86.726607
"AL0140300","35085",32.854051,-86.726607
"AL0140200","36750",32.854051,-86.726607
"AL0140400","35171",32.854051,-86.726607
"AL0140000","35045",32.854051,-86.726607
"AL0150100","36904",31.990997,-88.248908
"AL0150200","36908",31.990997,-88.248908
"AL0150600"," ",31.990997,-88.248908
"AL0150300","36916",31.990997,-88.248908
"AL0150400","36919",31.990997,-88.248908
"AL0150500","36912",31.990997,-88.248908
"AL0150000","36904",31.990997,-88.248908
"AL0160600","36524",31.685521,-87.818624
"AL0160400","36446",31.685521,-87.818624
"AL0160300","36451",31.685521,-87.818624
"ALAST1600"," ",31.685521,-87.818624
"AL0160100","36545",31.685521,-87.818624
"ALAST4900"," ",34.138219,-87.881551
"AL0160200","36784",31.685521,-87.818624
"AL0160500"," ",31.685521,-87.818624
"AL0160000","36451",31.685521,-87.818624
"AL0170100","36251",33.267809,-85.862051
"AL0011700","35203",33.267809,-85.862051
"AL0170200","36266",33.267809,-85.862051
"AL0170000","36251",33.267809,-85.862051
"AL0180100","36264",33.671964,-85.516126
"AL0180200","36273",33.671964,-85.516126
"AL0180000","36264",33.671964,-85.516126
"AL0190100","36323",31.402258,-85.989602
"AL0190200","36331",31.402258,-85.989602
"AL0190500","36331",31.402258,-85.989602
"AL0190400","36453",31.402258,-85.989602
"AL0190300","36351",31.402258,-85.989602
"AL0190000","36351",31.402258,-85.989602
"AL0200400","35616",34.703112,-87.801457
"AL0200500","35646",34.703112,-87.801457
"AL0200600","35654",34.703112,-87.801457
"AL0200300","35662",34.703112,-87.801457
"AL0200800","35661",34.703112,-87.801457
"AL0200100","35660",34.703112,-87.801457
"AL0200200","35674",34.703112,-87.801457
"AL0200000","35674",34.703112,-87.801457
"AL0210200","36432",31.428292,-86.992029
"AL0210100","36401",31.428292,-86.992029
"ALAST2100"," ",31.428292,-86.992029
"AL0210300","36475",31.428292,-86.992029
"AL0210000","36401",31.428292,-86.992029
"AL0220100","35072",32.931445,-86.243482
"AL0220200","35136",32.931445,-86.243482
"AL0220000","35136",32.931445,-86.243482
"AL0230100","36420",31.243987,-86.448721
"AL0230800","36420",31.243987,-86.448721
"AL0230300","36442",31.243987,-86.448721
"AL0230400","36038",31.243987,-86.448721
"AL0230600","36455",31.243987,-86.448721
"AL0230200","36467",31.243987,-86.448721
"AL0230500","36474",31.243987,-86.448721
"AL0230700","36476",31.243987,-86.448721
"AL0230000","36420",31.243987,-86.448721
"AL0240200","36009",31.732826,-86.319222
"AL0240300","36028",31.732826,-86.319222
"AL0240400","36034",31.732826,-86.319222
"AL0240100","36049",31.732826,-86.319222
"AL0240000","36049",31.732826,-86.319222
"AL0250100","35055",34.131923,-86.869267
"AL0250300","35070",34.131923,-86.869267
"AL0250400","35057",34.131923,-86.869267
"AL0250200","35077",34.131923,-86.869267
"AL0250000","35055",34.131923,-86.869267
"AL0260800","36311",31.430654,-85.609476
"AL0260900","36322",31.430654,-85.609476
"AL0260200","36322",31.430654,-85.609476
"AL0260300","36322",31.430654,-85.609476
"AL0260600","36350",31.430654,-85.609476
"AL0260400","36303",31.430654,-85.609476
"AL0260500","36352",31.430654,-85.609476
"AL0260100","36361",31.430654,-85.609476
"AL0260700","36371",31.430654,-85.609476
"AL0260000","36361",31.430654,-85.609476
"AL0270200","36702",32.33354,-87.114356
"AL0270100","36703",32.33354,-87.114356
"ALAST2700"," ",32.33354,-87.114356
"AL0270000","36701",32.33354,-87.114356
"AL0280200","35961",34.460929,-85.803992
"AL0281000","35962",34.460929,-85.803992
"AL0280100","35967",34.460929,-85.803992
"AL0281100","35971",34.460929,-85.803992
"AL0280300","35974",34.460929,-85.803992
"AL0280800","35989",34.460929,-85.803992
"AL0280400","35978",34.460929,-85.803992
"AL0281400","35981",34.460929,-85.803992
"AL0280600","35984",34.460929,-85.803992
"AL0280500","35971",34.460929,-85.803992
"AL0280700","35986",34.460929,-85.803992
"AL0281500"," ",34.460929,-85.803992
"AL0281200","35988",34.460929,-85.803992
"AL0281300","35989",34.460929,-85.803992
"AL0280000","35967",34.460929,-85.803992
"AL0290400","36020",32.597229,-86.142738
"AL0290300","36024",32.597229,-86.142738
"AL0290600","36054",32.597229,-86.142738
"AL0290800"," ",32.597229,-86.142738
"AL0290200","36078",32.597229,-86.142738
"AL0290100","36092",32.597229,-86.142738
"AL0290500"," ",32.597229,-86.142738
"AL0290000","36092",32.597229,-86.142738
"AL0300100","36504",31.121747,-87.168429
"ALDI00300","36502",31.121747,-87.168429
"AL0300200","36427",31.121747,-87.168429
"AL0300300","36427",31.121747,-87.168429
"AL0300400","36441",31.121747,-87.168429
"AL0300000","36426",31.121747,-87.168429
"AL0310900","35952",34.047648,-86.034522
"AL0310100","35954",34.047648,-86.034522
"AL0311100"," ",34.047648,-86.034522
"AL0310200","35902",34.047648,-86.034522
"AL0312100"," ",34.047648,-86.034522
"ALAST3100"," ",34.047648,-86.034522
"AL0310400","35905",34.047648,-86.034522
"AL0310600","35903",34.047648,-86.034522
"AL0310500","35906",34.047648,-86.034522
"AL0312000"," ",34.047648,-86.034522
"AL0310800","35956",34.047648,-86.034522
"AL0310700","35907",34.047648,-86.034522
"AL0311000"," ",34.047648,-86.034522
"AL0310000","35901",34.047648,-86.034522
"AL0312200"," ",34.047648,-86.034522
"AL0320200","35546",33.716157,-87.764292
"AL0320100","35555",33.716157,-87.764292
"AL0320000","35555",33.716157,-87.764292
"AL0330500","35571",34.441989,-87.842814
"AL0330200","35581",34.441989,-87.842814
"AL0330300","35582",34.441989,-87.842814
"AL0330100","35653",34.441989,-87.842814
"AL0330600"," ",34.441989,-87.842814
"AL0330400","35593",34.441989,-87.842814
"AL0330000","35653",34.441989,-87.842814
"AL0340500","36318",31.092392,-85.821011
"AL0340700"," ",31.092392,-85.821011
"AL0340100","36340",31.092392,-85.821011
"AL0340300","36344",31.092392,-85.821011
"AL0340600"," ",31.092392,-85.821011
"AL0340200","36477",31.092392,-85.821011
"AL0340400","36375",31.092392,-85.821011
"AL0340000","36340",31.092392,-85.821011
"AL0350300"," ",32.844497,-87.9642
"AL0350100","35462",32.844497,-87.9642
"AL0350200","36740",32.844497,-87.9642
"AL0350400"," ",32.844497,-87.9642
"AL0350000","35462",32.844497,-87.9642
"AL0360300"," ",32.752796,-87.623061
"UT0120400"," ",39.713564,-112.791208
"AL0360100","36744",32.752796,-87.623061
"AL0360200","35474",32.752796,-87.623061
"AL0360000","36744",32.752796,-87.623061
"AL0370100","36310",31.516978,-85.239971
"AL0370200","36345",31.516978,-85.239971
"AL0370300","36353",31.516978,-85.239971
"AL0370000","36310",31.516978,-85.239971
"AL0380200","36312",31.158193,-85.296398
"AL0380400","36319",31.158193,-85.296398
"AL0380500","36320",31.158193,-85.296398
"AL0380100","36303",31.158193,-85.296398
"AL0380800","36303",31.158193,-85.296398
"AL0381100"," ",31.158193,-85.296398
"ALAST3800"," ",31.158193,-85.296398
"AL0380300","36343",31.158193,-85.296398
"AL0380600","36303",31.158193,-85.296398
"AL0380900","36301",31.158193,-85.296398
"AL0381000","36376",31.158193,-85.296398
"AL0380700","36303",31.158193,-85.296398
"AL0380000","36303",31.158193,-85.296398
"AL0390200","35740",34.764095,-85.979956
"AL0390600","35744",34.764095,-85.979956
"AL0390400","35752",34.764095,-85.979956
"AL0390500","35765",34.764095,-85.979956
"AL0390100","35769",34.764095,-85.979956
"AL0390700","35771",34.764095,-85.979956
"AL0390900","35768",34.764095,-85.979956
"AL0390300","35772",34.764095,-85.979956
"AL0390800","35776",34.764095,-85.979956
"AL0390000","35768",34.764095,-85.979956
"AL0012200","35005",33.553444,-86.896536
"AL0013900"," ",33.553444,-86.896536
"AL0010100","35020",33.553444,-86.896536
"AL0014000","35221",33.553444,-86.896536
"AL0012400","35294",33.553444,-86.896536
"AL0013400","35215",33.553444,-86.896536
"AL0010200","35203",33.553444,-86.896536
"AL0013700"," ",33.553444,-86.896536
"AL0013800"," ",33.553444,-86.896536
"AL0014300"," ",33.553444,-86.896536
"AL0014400"," ",33.553444,-86.896536
"ALAST0100"," ",33.553444,-86.896536
"ALFBI0C00"," ",33.553444,-86.896536
"ALFBI0C96"," ",33.553444,-86.896536
"ALFBI0C97"," ",33.553444,-86.896536
"AL0014100","35229",33.553444,-86.896536
"AL0011800","35020",33.553444,-86.896536
"AL0012700","35036",33.553444,-86.896536
"AL0012800","35203",33.553444,-86.896536
"AL0013000","35203",33.553444,-86.896536
"AL0014200"," ",33.553444,-86.896536
"AL0010400","35064",33.553444,-86.896536
"AL0011100","35068",33.553444,-86.896536
"AL0010500","35071",33.553444,-86.896536
"AL0011600","35073",33.553444,-86.896536
"AL0011000","35209",33.553444,-86.896536
"AL0011200","35216",33.553444,-86.896536
"AL0011900","35023",33.553444,-86.896536
"AL0011300","35210",33.553444,-86.896536
"AL0012900","35091",33.553444,-86.896536
"AL0010600","35094",33.553444,-86.896536
"AL0012000","35020",33.553444,-86.896536
"AL0013200"," ",33.553444,-86.896536
"AL0010700","35228",33.553444,-86.896536
"AL0012600","35116",33.553444,-86.896536
"AL0010300","35213",33.553444,-86.896536
"AL0013100"," ",33.553444,-86.896536
"AL0011400","35127",33.553444,-86.896536
"AL0011500","35020",33.553444,-86.896536
"AL0010800","35217",33.553444,-86.896536
"AL0013300"," ",33.553444,-86.896536
"AL0012500","35172",33.553444,-86.896536
"AL0012100","35173",33.553444,-86.896536
"AL0014500"," ",33.553444,-86.896536
"AL0010900","35266",33.553444,-86.896536
"AL0012300","35180",33.553444,-86.896536
"AL0010000","35203",33.553444,-86.896536
"AL0013500","35210",33.553444,-86.896536
"AL0400300","35574",33.787085,-88.087431
"AL0400400","35576",33.787085,-88.087431
"AL0400100","35586",33.787085,-88.087431
"AL0400200","35592",33.787085,-88.087431
"AL0400000","35592",33.787085,-88.087431
"AL0410300","35610",34.904122,-87.650997
"AL0410100","35630",34.904122,-87.650997
"AL0410800","35632",34.904122,-87.650997
"ALAST4100"," ",34.904122,-87.650997
"AL0410700","35645",34.904122,-87.650997
"AL0410500","35648",34.904122,-87.650997
"AL0410600","35652",34.904122,-87.650997
"AL0410400","35634",34.904122,-87.650997
"AL0410200","35677",34.904122,-87.650997
"AL0410000","35631",34.904122,-87.650997
"AL0420300","35618",34.529776,-87.321865
"AL0420400","35643",34.529776,-87.321865
"AL0420100","35650",34.529776,-87.321865
"AL0420500","35618",34.529776,-87.321865
"AL0420200","35672",34.529776,-87.321865
"AL0420000","35650",34.529776,-87.321865
"AL0430100","36830",32.604064,-85.353048
"AL0430300","36849",32.604064,-85.353048
"AL0430400"," ",32.604064,-85.353048
"AL0430200","36803",32.604064,-85.353048
"ALAST4300"," ",32.604064,-85.353048
"AL0430000","36801",32.604064,-85.353048
"AL0430500"," ",32.604064,-85.353048
"AL0440200","38449",34.810239,-86.981399
"AL0440100","35611",34.810239,-86.981399
"AL0440300","35620",34.810239,-86.981399
"AL0440000","35611",34.810239,-86.981399
"AL0450300"," ",32.147888,-86.650586
"AL0450100","36032",32.147888,-86.650586
"AL0450600"," ",32.147888,-86.650586
"AL0450200","36040",32.147888,-86.650586
"AL0450700","36040",32.147888,-86.650586
"AL0450400","36040",32.147888,-86.650586
"AL0450500","36752",32.147888,-86.650586
"AL0450000","36040",32.147888,-86.650586
"AL0460400"," ",32.387027,-85.692887
"AL0460200","36866",32.387027,-85.692887
"AL0460600","36075",32.387027,-85.692887
"AL0460100","36083",32.387027,-85.692887
"AL0460700"," ",32.387027,-85.692887
"AL0460000","36083",32.387027,-85.692887
"AL0470300","35748",34.764238,-86.55108
"AL0470100","35804",34.764238,-86.55108
"AL0470700","35899",34.764238,-86.55108
"ALAST4700"," ",34.764238,-86.55108
"AL0470200","35758",34.764238,-86.55108
"AL0470400","35760",34.764238,-86.55108
"AL0470800","35762",34.764238,-86.55108
"AL0470500","35763",34.764238,-86.55108
"AL0470600","35756",34.764238,-86.55108
"AL0470900","35824",34.764238,-86.55108
"AL0470000","35801",34.764238,-86.55108
"AL0471100","35801",34.764238,-86.55108
"AL0480100","36732",32.247591,-87.791091
"ALAST4800"," ",32.247591,-87.791091
"AL0480400","36738",32.247591,-87.791091
"AL0480200","36748",32.247591,-87.791091
"AL0480500","36763",32.247591,-87.791091
"AL0480600"," ",32.247591,-87.791091
"AL0480300","36783",32.247591,-87.791091
"AL0480000","36748",32.247591,-87.791091
"AL0480700","36732",32.247591,-87.791091
"AL0490700","35543",34.138219,-87.881551
"AL0490500","35548",34.138219,-87.881551
"AL0490300","35563",34.138219,-87.881551
"AL0490400","35564",34.138219,-87.881551
"AL0490100","35570",34.138219,-87.881551
"AL0490600","35570",34.138219,-87.881551
"AL0490200","35594",34.138219,-87.881551
"AL0490000","35570",34.138219,-87.881551
"AL0500100","35950",34.309564,-86.321668
"AL0500300","35016",34.309564,-86.321668
"AL0500400","35957",34.309564,-86.321668
"AL0500700"," ",34.309564,-86.321668
"AL0500600","35964",34.309564,-86.321668
"AL0500500","35747",34.309564,-86.321668
"AL0500200","35976",34.309564,-86.321668
"AL0500000","35976",34.309564,-86.321668
"AL0500800","35976",34.309564,-86.321668
"AL0020600","36509",30.684572,-88.196568
"AL0020300","36611",30.684572,-88.196568
"AL0020400","36522",30.684572,-88.196568
"AL0021200","36525",30.684572,-88.196568
"AL0021500","36528",30.684572,-88.196568
"AL0021800","36633",30.684572,-88.196568
"AL0021700","36603",30.684572,-88.196568
"AL0020100","36606",30.684572,-88.196568
"AL0021400","36688",30.684572,-88.196568
"AL0560200","36276",33.296475,-85.464068
"AL0021100"," ",30.684572,-88.196568
"AL0021900"," ",30.684572,-88.196568
"ALAST0200"," ",30.684572,-88.196568
"AL0021000","36560",30.684572,-88.196568
"AL0020800","36560",30.684572,-88.196568
"AL0021600"," ",30.684572,-88.196568
"AL0020200","36610",30.684572,-88.196568
"AL0020500","36571",30.684572,-88.196568
"AL0022000"," ",30.684572,-88.196568
"AL0020700","36572",30.684572,-88.196568
"AL0020900","36587",30.684572,-88.196568
"AL0020000","36601",30.684572,-88.196568
"AL0021300","36608",30.684572,-88.196568
"AL0510300","36425",31.580332,-87.383266
"AL0510400","36439",31.580332,-87.383266
"AL0510200","36445",31.580332,-87.383266
"AL0510100","36460",31.580332,-87.383266
"AL0510500"," ",31.580332,-87.383266
"AL0510000","36460",31.580332,-87.383266
"AL0030100","36104",32.20365,-86.203831
"AL0032700","36130",32.20365,-86.203831
"AL0032600","36102",32.20365,-86.203831
"AL0030700","36124",32.20365,-86.203831
"AL0030300","36130",32.20365,-86.203831
"AL0030400","36109",32.20365,-86.203831
"AL0032800","36130",32.20365,-86.203831
"AL0030600","36195",32.20365,-86.203831
"AL0031300","36130",32.20365,-86.203831
"ALAST0000","36130",32.20365,-86.203831
"AL003FA00","36109",32.20365,-86.203831
"AL0030500","36130",32.20365,-86.203831
"AL0030800","36130",32.20365,-86.203831
"AL0031900","36104",32.20365,-86.203831
"AL0032200","36111",32.20365,-86.203831
"AL0030200"," ",32.20365,-86.203831
"AL0030900"," ",32.20365,-86.203831
"AL0031000"," ",32.20365,-86.203831
"AL0031100"," ",32.20365,-86.203831
"AR0140300"," ",33.223038,-93.232843
"AL0031200"," ",32.20365,-86.203831
"AL0031400"," ",32.20365,-86.203831
"AL0031500"," ",32.20365,-86.203831
"AL0031600"," ",32.20365,-86.203831
"AL0031700"," ",32.20365,-86.203831
"AL0032000"," ",32.20365,-86.203831
"AL0032300"," ",32.20365,-86.203831
"AL0032400"," ",32.20365,-86.203831
"AL0032500"," ",32.20365,-86.203831
"AL003CI00"," ",32.20365,-86.203831
"ALAST0300"," ",32.20365,-86.203831
"ALKILBY00"," ",32.20365,-86.203831
"AL0030000","36103",32.20365,-86.203831
"AL0031800"," ",32.20365,-86.203831
"AL0032100"," ",32.20365,-86.203831
"AL0520100","35602",34.454484,-86.846402
"AL0521100","35609",34.454484,-86.846402
"AL0520500","35603",34.454484,-86.846402
"AL0520800"," ",34.454484,-86.846402
"ALAST5200"," ",34.454484,-86.846402
"AL0520400","35622",34.454484,-86.846402
"AL0520200","35640",34.454484,-86.846402
"AL0520900","35603",34.454484,-86.846402
"AL0520600","35670",34.454484,-86.846402
"AL0520700","35673",34.454484,-86.846402
"AL0520000","35601",34.454484,-86.846402
"AL0521000"," ",34.454484,-86.846402
"AL0530100","36756",32.639005,-87.293827
"AL0530200","36786",32.639005,-87.293827
"AL0530000","36756",32.639005,-87.293827
"AL0540100","35442",33.296808,-88.096878
"AL0540400","35447",33.296808,-88.096878
"AL0540200","35466",33.296808,-88.096878
"AL0540600"," ",33.296808,-88.096878
"AL0540500","35447",33.296808,-88.096878
"AL0540300","35481",33.296808,-88.096878
"AL0540700","35481",33.296808,-88.096878
"AL0540000","35447",33.296808,-88.096878
"AL0550200","36010",31.798651,-85.941604
"AL0550100","36081",31.798651,-85.941604
"AL0550300","36082",31.798651,-85.941604
"AL0550000","36081",31.798651,-85.941604
"AL0560100","36274",33.296475,-85.464068
"AL0560400"," ",33.296475,-85.464068
"AL0560300","36278",33.296475,-85.464068
"AL0560000","36278",33.296475,-85.464068
"AL0560500","36278",33.296475,-85.464068
"AL0570200","36860",32.289811,-85.18698
"AL0570100","36867",32.289811,-85.18698
"AL0570000","36868",32.289811,-85.18698
"AL0581200","35173",33.712963,-86.315663
"AL0580200","35953",33.712963,-86.315663
"AL0581000","35120",33.712963,-86.315663
"AL0580800","35112",33.712963,-86.315663
"AL0580600","35004",33.712963,-86.315663
"AL0580500","35953",33.712963,-86.315663
"AL0580100","35125",33.712963,-86.315663
"AL0580300","35131",33.712963,-86.315663
"AL0580700","35135",33.712963,-86.315663
"AL0580400","35146",33.712963,-86.315663
"AL0580900","35987",33.712963,-86.315663
"AL0580000","35953",33.712963,-86.315663
"AL0580A00"," ",33.712963,-86.315663
"AL0581100"," ",33.712963,-86.315663
"AL0590400","35007",33.262937,-86.678104
"AL0591400"," ",33.262937,-86.678104
"AL0590100","35040",33.262937,-86.678104
"AL0591300"," ",33.262937,-86.678104
"AL0590200","35051",33.262937,-86.678104
"AL0590900","35078",33.262937,-86.678104
"AL0590700","35080",33.262937,-86.678104
"AL0591100","35115",33.262937,-86.678104
"AL0590300","35115",33.262937,-86.678104
"AL0590600","35124",33.262937,-86.678104
"AL0590500","35178",33.262937,-86.678104
"AL0591000","35186",33.262937,-86.678104
"AL0590800","35187",33.262937,-86.678104
"AL0590000","35051",33.262937,-86.678104
"AL0600300","36907",32.597481,-88.200057
"AL0600400","35460",32.597481,-88.200057
"AL0600500","35470",32.597481,-88.200057
"AL0600200","35470",32.597481,-88.200057
"AL0600100","36925",32.597481,-88.200057
"AL0600000","35470",32.597481,-88.200057
"AL0610900"," ",33.369277,-86.175805
"AL0610300","35044",33.369277,-86.175805
"AL0610400","35096",33.369277,-86.175805
"AL0610700"," ",33.369277,-86.175805
"AL0611200"," ",33.369277,-86.175805
"AL0610100","35150",33.369277,-86.175805
"AL0610200","35160",33.369277,-86.175805
"AL0610600","35160",33.369277,-86.175805
"AL0610800"," ",33.369277,-86.175805
"AL0611000"," ",33.369277,-86.175805
"AL0610500","35160",33.369277,-86.175805
"AL0610000","35161",33.369277,-86.175805
"AL0620100","35011",32.863369,-85.799553
"ALAST6200"," ",32.863369,-85.799553
"AL0620300","36850",32.863369,-85.799553
"AL0620400","36023",32.863369,-85.799553
"AL0620200","36853",32.863369,-85.799553
"AL0620500","36256",32.863369,-85.799553
"AL0620700","36861",32.863369,-85.799553
"AL0620600","36256",32.863369,-85.799553
"AL0620000","36853",32.863369,-85.799553
"AL0630800","35444",33.290202,-87.52286
"AL0631400","35449",33.290202,-87.52286
"AL0631100","35111",33.290202,-87.52286
"AL0630200","35476",33.290202,-87.52286
"AL0630100","35401",33.290202,-87.52286
"AL0630300","35487",33.290202,-87.52286
"AL0630500","35403",33.290202,-87.52286
"AL0630600"," ",33.290202,-87.52286
"AL0630900"," ",33.290202,-87.52286
"AL0631200"," ",33.290202,-87.52286
"AL0631300"," ",33.290202,-87.52286
"AL0631500"," ",33.290202,-87.52286
"ALAST6300"," ",33.290202,-87.52286
"AL0630700","34590",33.290202,-87.52286
"AL0630000","35401",33.290202,-87.52286
"AL0640200","35549",33.791558,-87.301094
"AL0640300","35550",33.791558,-87.301094
"AL0640400","35062",33.791558,-87.301094
"AL0641000"," ",33.791558,-87.301094
"AL0640100","35501",33.791558,-87.301094
"AL0640800","35578",33.791558,-87.301094
"AL0640700","35579",33.791558,-87.301094
"AL0640600","35580",33.791558,-87.301094
"AL0640900","35584",33.791558,-87.301094
"AL0641100","35148",33.791558,-87.301094
"AL0640500","35148",33.791558,-87.301094
"AL0640000","35501",33.791558,-87.301094
"AL0650300","36518",31.405217,-88.197564
"AL0650100","36553",31.405217,-88.197564
"AL0650200","36558",31.405217,-88.197564
"AL0650400"," ",31.405217,-88.197564
"AL0650000","36518",31.405217,-88.197564
"AL0660100","36726",31.990372,-87.302216
"AL0660200","36769",31.990372,-87.302216
"AL0660300"," ",31.990372,-87.302216
"AL0660000","36726",31.990372,-87.302216
"AL0670300","35540",34.155888,-87.364147
"AL0670400","35541",34.155888,-87.364147
"AL0670100","35553",34.155888,-87.364147
"AL0670200","35565",34.155888,-87.364147
"AL0670500","35575",34.155888,-87.364147
"AL0670000","35553",34.155888,-87.364147
"AK0015100","99612",55.245044,-161.997477
"AK0015200","99661",55.245044,-161.997477
"AK0016700"," ",51.959447,178.338813
"AK0015000","99660",51.959447,178.338813
"AK0013300","99685",51.959447,178.338813
"IN0090500"," ",40.753799,-86.355168
"AKASP0000","99507",61.17425,-149.284329
"AK0010100","99507",61.17425,-149.284329
"AK0014300","99508",61.17425,-149.284329
"AK0012400","99507",61.17425,-149.284329
"AK0200400","99507",61.17425,-149.284329
"AK0015300"," ",61.17425,-149.284329
"AK0016200"," ",61.17425,-149.284329
"AK0016500"," ",61.17425,-149.284329
"AK0020000"," ",61.17425,-149.284329
"AK0020100"," ",61.17425,-149.284329
"AK0020200"," ",61.17425,-149.284329
"AKAST1500"," ",61.17425,-149.284329
"AK0012700","99519",61.17425,-149.284329
"AK0011300","99559",60.928916,-160.15335
"AKAST0600"," ",60.928916,-160.15335
"AKAST2100"," ",58.732389,-156.986661
"AK0014600","99613",58.732389,-156.986661
"AK0013000","99576",59.824816,-158.602233
"AKAST1300"," ",59.824816,-158.602233
"AK0015400","99678",59.824816,-158.602233
"AK0010200","99701",64.691501,-146.601909
"AK0014200","99775",64.691501,-146.601909
"AKAST0200"," ",64.691501,-146.601909
"AK0013200","99705",64.691501,-146.601909
"AK0012600","99709",64.691501,-146.601909
"AK0012100","99827",59.098771,-135.576936
"AK0016000","99820",58.076434,-135.1851
"AK0013100","99829",58.076434,-135.1851
"AK0010300","99801",58.37291,-134.178445
"AKAST0000"," ",58.37291,-134.178445
"AKAST1000"," ",60.366668,-152.322283
"AK0012200","99603",60.366668,-152.322283
"AK0012300","99611",60.366668,-152.322283
"AK0011900","99663",60.366668,-152.322283
"AK0010800","99664",60.366668,-152.322283
"AK0012000","99669",60.366668,-152.322283
"AKAST0400"," ",60.366668,-152.322283
"AK0010400","99901",55.449938,-131.106685
"AKAST0300"," ",55.449938,-131.106685
"AK0010500","99615",57.553159,-153.630606
"AKAST0500"," ",57.553159,-153.630606
"AK0016100"," ",58.205065,-156.705188
"AK0016600","99694",62.182174,-149.407974
"AK0011700","99645",62.182174,-149.407974
"AKAST0700"," ",62.182174,-149.407974
"AKAST1200"," ",62.182174,-149.407974
"AK0015600","99654",62.182174,-149.407974
"AK0015700"," ",62.182174,-149.407974
"AKAST0100"," ",62.182174,-149.407974
"AK0010600","99762",64.783686,-164.188912
"AKAST0900"," ",64.783686,-164.188912
"AK0014100","99684",64.783686,-164.188912
"AK0011800","99723",69.449343,-153.47283
"AK0011600","99752",67.005066,-160.021086
"AKAST2000"," ",67.005066,-160.021086
"AK0014800"," ",67.005066,-160.021086
"AK0014500","99921",55.415683,-132.875734
"AK0014700","99830",55.415683,-132.875734
"AK0013500","99925",55.415683,-132.875734
"AK0012500","99926",55.415683,-132.875734
"AK0010700","99833",55.415683,-132.875734
"AK0010900","99835",57.193204,-135.367396
"AKAST2200"," ",57.193204,-135.367396
"AK0011000","99840",59.575097,-135.335418
"AKAST1400"," ",63.864997,-143.218628
"AKAST1100"," ",63.864997,-143.218628
"AK0011400","99574",61.34984,-145.023141
"AKAST0800"," ",61.34984,-145.023141
"AK0011200","99686",61.34984,-145.023141
"AK0012800","99693",61.34984,-145.023141
"AK0016400","99581",62.28306,-163.190903
"AK0015800","99658",62.28306,-163.190903
"AK0011100","99929",56.279121,-132.040325
"AK0011500","99689",60.007062,-140.148108
"AK0016300","99558",65.375716,-151.577878
"AK0012900","99740",65.375716,-151.577878
"AK0013400","99741",65.375716,-151.577878
