ori,months_reported,sex_acts,sex_acts_cleared,sex_acts_juvenile_cleared,servitude,servitude_cleared,servitude_juvenile_cleared
TX08402,12,0,0,0,0,0,0
TX08403,12,0,0,0,0,0,0
TX08404,12,0,0,0,0,0,0
TX08405,12,0,0,0,0,0,0
TX08406,12,0,0,0,0,0,0
TX08407,11,0,0,0,0,0,0
TX08408,12,0,0,0,0,0,0
TX08409,12,0,0,0,0,0,0
TX08410,12,0,0,0,0,0,0
TX08412,12,0,0,0,0,0,0
TX08419,12,0,0,0,0,0,0
TX08421,12,0,0,0,0,0,0
TX08422,12,0,0,0,0,0,0
TX08423,12,0,0,0,0,0,0
TX08428,12,0,0,0,0,0,0
TX08431,12,0,0,0,0,0,0
TX08500,12,0,0,0,0,0,0
TX08600,12,0,0,0,0,0,0
TX08601,12,0,0,0,0,0,0
TX08700,12,0,0,0,0,0,0
TX08900,12,0,0,0,0,0,0
TX08901,12,0,0,0,0,0,0
TX08902,12,0,0,0,0,0,0
TX09000,12,0,0,0,0,0,0
TX09002,12,0,0,0,0,0,0
TX09100,12,0,0,0,0,0,0
TX09101,12,0,0,0,0,0,0
TX09102,12,0,0,0,0,0,0
TX09103,12,0,0,0,0,0,0
TX09104,12,0,0,0,2,2,0
TX09105,12,0,0,0,0,0,0
TX09106,12,0,0,0,0,0,0
TX09107,12,0,0,0,0,0,0
TX09110,12,0,0,0,0,0,0
TX09118,12,0,0,0,0,0,0
TX09119,12,0,0,0,0,0,0
TX09121,12,0,0,0,0,0,0
TX09122,1,0,0,0,0,0,0
TX09200,12,0,0,0,0,0,0
TX09202,12,0,0,0,0,0,0
TX09204,12,0,0,0,0,0,0
TX09206,12,0,0,0,0,0,0
TX09300,12,0,0,0,0,0,0
TX09301,12,0,0,0,0,0,0
TX09400,12,0,0,0,0,0,0
TX09402,12,0,0,0,0,0,0
TX09403,12,0,0,0,0,0,0
TX09406,12,0,0,0,0,0,0
TX09500,12,0,0,0,0,0,0
TX09501,12,0,0,0,0,0,0
TX09504,12,0,0,0,0,0,0
TX09600,12,0,0,0,0,0,0
TX09601,12,0,0,0,0,0,0
TX09700,12,0,0,0,0,0,0
TX09701,12,0,0,0,0,0,0
TX09800,12,0,0,0,0,0,0
TX09802,12,0,0,0,0,0,0
TX09900,12,0,0,0,0,0,0
TX10000,12,0,0,0,0,0,0
TX10001,12,0,0,0,0,0,0
TX10002,12,0,0,0,0,0,0
TX10003,12,0,0,0,0,0,0
TX10100,12,9,1,0,9,0,0
TX10101,12,0,0,0,1,0,0
TX10102,12,0,0,0,0,0,0
TX10104,12,0,0,0,0,0,0
TX10106,12,0,0,0,0,0,0
TX10109,12,0,0,0,0,0,0
TX10111,12,0,0,0,0,0,0
TX10112,12,0,0,0,0,0,0
TX10113,12,2,0,0,0,0,0
TX10115,12,0,0,0,0,0,0
TX10117,12,0,0,0,0,0,0
TX10119,12,0,0,0,0,0,0
TX10120,11,0,0,0,0,0,0
TX10121,12,0,0,0,0,0,0
TX10124,12,0,0,0,0,0,0
TX10125,12,0,0,0,0,0,0
TX10126,12,0,0,0,0,0,0
TX10128,12,0,0,0,0,0,0
TX10129,12,0,0,0,0,0,0
TX10132,12,0,0,0,0,0,0
TX10133,12,0,0,0,0,0,0
TX10138,12,0,0,0,0,0,0
TX10139,12,0,0,0,0,0,0
TX10141,12,0,0,0,0,0,0
TX10142,12,0,0,0,0,0,0
TX10154,12,0,0,0,0,0,0
TX10157,12,0,0,0,0,0,0
TX10160,12,0,0,0,0,0,0
TX10161,12,0,0,0,0,0,0
TX10162,12,0,0,0,0,0,0
TX10166,12,0,0,0,0,0,0
TX10167,12,0,0,0,0,0,0
TX10169,12,0,0,0,0,0,0
TX10170,12,0,0,0,0,0,0
TX10171,12,0,0,0,0,0,0
TX10172,12,0,0,0,0,0,0
TX10173,12,0,0,0,0,0,0
TX10176,6,0,0,0,0,0,0
TX10178,12,0,0,0,0,0,0
TX10200,12,0,0,0,0,0,0
TX10201,12,0,0,0,0,0,0
TX10202,12,0,0,0,0,0,0
TX10213,12,0,0,0,0,0,0
TX10300,12,0,0,0,0,0,0
TX10400,12,0,0,0,0,0,0
TX10401,12,0,0,0,0,0,0
TX10500,12,0,0,0,0,0,0
TX10501,12,0,0,0,0,0,0
TX10503,12,0,0,0,0,0,0
TX10507,12,0,0,0,0,0,0
TX10512,12,0,0,0,0,0,0
TX10600,12,0,0,0,0,0,0
TX10700,12,0,0,0,0,0,0
TX10701,12,0,0,0,0,0,0
TX10702,12,0,0,0,0,0,0
TX10705,12,0,0,0,0,0,0
TX10707,12,0,0,0,0,0,0
TX10710,12,0,0,0,0,0,0
TX10800,12,0,0,0,0,0,0
TX10801,12,0,0,0,0,0,0
TX10802,12,0,0,0,0,0,0
TX10803,6,0,0,0,0,0,0
TX10804,12,0,0,0,0,0,0
TX10805,12,0,0,0,0,0,0
TX10806,12,0,0,0,0,0,0
TX10807,12,0,0,0,0,0,0
TX10808,12,0,0,0,0,0,0
TX10809,12,0,0,0,0,0,0
TX10810,12,0,0,0,0,0,0
TX10811,12,0,0,0,0,0,0
TX10813,12,0,0,0,0,0,0
TX10814,12,0,0,0,0,0,0
TX10815,3,0,0,0,0,0,0
TX10817,8,0,0,0,0,0,0
TX10822,12,0,0,0,0,0,0
TX10823,12,0,0,0,0,0,0
TX10825,12,0,0,0,0,0,0
TX10830,12,0,0,0,0,0,0
TX10832,12,0,0,0,0,0,0
TX10835,12,0,0,0,0,0,0
TX10900,12,0,0,0,0,0,0
TX10901,12,0,0,0,0,0,0
TX10902,12,0,0,0,0,0,0
TX10903,12,0,0,0,0,0,0
TX10906,12,0,0,0,0,0,0
TX11000,12,0,0,0,0,0,0
TX11001,12,0,0,0,0,0,0
TX11004,12,0,0,0,0,0,0
TX11100,12,0,0,0,0,0,0
TX11101,12,0,0,0,0,0,0
TX11200,12,0,0,0,0,0,0
TX11201,12,0,0,0,0,0,0
TX11202,12,0,0,0,0,0,0
TX11300,12,0,0,0,0,0,0
TX11301,12,0,0,0,0,0,0
TX11305,12,0,0,0,0,0,0
TX11400,12,0,0,0,0,0,0
TX11401,12,0,0,0,0,0,0
TX11500,12,0,0,0,0,0,0
TX11600,12,0,0,0,0,0,0
TX11602,12,0,0,0,0,0,0
TX11603,12,0,0,0,0,0,0
TX11607,12,0,0,0,0,0,0
TX11613,12,0,0,0,0,0,0
TX11700,12,0,0,0,0,0,0
TX11701,12,0,0,0,0,0,0
TX11800,12,0,0,0,0,0,0
TX11900,12,0,0,0,0,0,0
TX11901,12,0,0,0,0,0,0
TX12002,12,0,0,0,0,0,0
TX12100,12,0,0,0,0,0,0
TX12101,12,0,0,0,0,0,0
TX12102,12,0,0,0,0,0,0
TX12200,12,0,0,0,0,0,0
TX12300,12,0,0,0,0,0,0
TX12301,12,0,0,0,0,0,0
TX12303,12,0,0,0,0,0,0
TX12305,12,0,0,0,0,0,0
TX12307,12,0,0,0,0,0,0
TX12308,12,0,0,0,0,0,0
TX12310,12,0,0,0,0,0,0
TX12400,12,0,0,0,0,0,0
TX12500,12,5,0,0,0,0,0
TX12501,11,0,0,0,0,0,0
TX12502,12,0,0,0,0,0,0
TX12508,12,0,0,0,0,0,0
TX12600,12,0,0,0,0,0,0
TX12601,12,0,0,0,0,0,0
TX12602,12,0,0,0,0,0,0
TX12605,12,0,0,0,0,0,0
TX12606,12,0,0,0,0,0,0
TX12612,12,0,0,0,0,0,0
TX12613,12,0,0,0,0,0,0
TX12700,12,0,0,0,0,0,0
TX12701,12,0,0,0,0,0,0
TX12702,12,0,0,0,0,0,0
TX12704,12,0,0,0,0,0,0
TX12705,12,0,0,0,0,0,0
TX12800,12,0,0,0,0,0,0
TX12801,12,0,0,0,0,0,0
TX12802,12,0,0,0,0,0,0
TX12902,12,0,0,0,0,0,0
TX12909,12,0,0,0,0,0,0
TX13000,12,0,0,0,0,0,0
TX13001,12,0,0,0,0,0,0
TX13100,12,0,0,0,0,0,0
TX13200,12,0,0,0,0,0,0
TX13300,12,0,0,0,0,0,0
TX13301,12,0,0,0,0,0,0
TX13305,12,0,0,0,0,0,0
TX13400,12,0,0,0,1,0,0
TX13401,12,0,0,0,0,0,0
TX13500,12,0,0,0,0,0,0
TX13600,12,0,0,0,0,0,0
TX13700,12,0,0,0,0,0,0
TX13701,12,0,0,0,0,0,0
TX13703,12,0,0,0,0,0,0
TX13800,12,0,0,0,0,0,0
TX13802,12,0,0,0,0,0,0
TX13803,12,0,0,0,0,0,0
TX13900,12,0,0,0,0,0,0
TX13902,12,0,0,0,0,0,0
TX13904,12,0,0,0,0,0,0
TX13910,12,0,0,0,0,0,0
TX14000,12,0,0,0,0,0,0
TX14003,12,0,0,0,0,0,0
TX14004,12,0,0,0,0,0,0
TX14100,12,0,0,0,0,0,0
TX14101,12,0,0,0,0,0,0
TX14200,12,0,0,0,0,0,0
TX14301,12,0,0,0,0,0,0
TX14303,12,0,0,0,0,0,0
TX14310,12,0,0,0,0,0,0
TX14400,12,0,0,0,0,0,0
TX14401,12,0,0,0,0,0,0
TX14402,12,0,0,0,0,0,0
TX14500,12,0,0,0,0,0,0
TX14509,5,0,0,0,0,0,0
TX14600,12,0,0,0,0,0,0
TX14601,12,0,0,0,0,0,0
TX14603,12,0,0,0,0,0,0
TX14604,12,0,0,0,0,0,0
TX14700,12,0,0,0,0,0,0
TX14702,12,0,0,0,0,0,0
TX14703,12,0,0,0,0,0,0
TX14711,12,0,0,0,0,0,0
TX14800,12,0,0,0,0,0,0
TX14900,12,0,0,0,0,0,0
TX14901,12,0,0,0,0,0,0
TX15000,12,0,0,0,0,0,0
TX15005,12,0,0,0,0,0,0
TX15100,12,0,0,0,0,0,0
TX15201,12,0,0,0,0,0,0
TX15202,12,0,0,0,0,0,0
TX15203,12,0,0,0,0,0,0
TX15204,12,0,0,0,0,0,0
TX15206,12,0,0,0,0,0,0
TX15208,12,0,0,0,0,0,0
TX15300,12,0,0,0,0,0,0
TX15302,12,0,0,0,0,0,0
TX15305,2,0,0,0,0,0,0
TX15400,12,0,0,0,0,0,0
TX15401,12,0,0,0,0,0,0
TX15501,12,0,0,0,0,0,0
TX15502,12,0,0,0,0,0,0
TX15504,12,0,0,0,0,0,0
TX15505,12,0,0,0,0,0,0
TX15506,12,0,0,0,0,0,0
TX15507,12,0,0,0,0,0,0
TX15511,12,0,0,0,0,0,0
TX15512,12,3,0,0,2,0,0
TX15513,12,0,0,0,0,0,0
TX15514,12,0,0,0,0,0,0
TX15516,12,0,0,0,0,0,0
TX15517,12,0,0,0,0,0,0
TX15518,12,0,0,0,0,0,0
TX15525,12,0,0,0,0,0,0
TX15600,12,0,0,0,0,0,0
TX15700,12,0,0,0,0,0,0
TX15701,12,0,0,0,0,0,0
TX15800,12,0,0,0,0,0,0
TX15801,12,0,0,0,0,0,0
TX15900,12,0,0,0,0,0,0
TX15901,12,0,0,0,0,0,0
TX16000,12,0,0,0,0,0,0
TX16100,12,0,0,0,0,0,0
TX16101,12,0,0,0,0,0,0
TX16102,12,0,0,0,0,0,0
TX16109,12,0,0,0,0,0,0
TX16200,12,0,0,0,0,0,0
TX16201,12,0,0,0,1,2,0
TX16300,12,0,0,0,0,0,0
TX16301,12,0,0,0,0,0,0
TX16302,12,0,0,0,0,0,0
TX16303,12,0,0,0,0,0,0
TX16400,12,0,0,0,0,0,0
TX16500,12,0,0,0,0,0,0
TX16501,12,0,0,0,0,0,0
TX16503,12,0,0,0,0,0,0
TX16600,12,0,0,0,0,0,0
TX16601,12,0,0,0,0,0,0
TX16602,12,0,0,0,0,0,0
TX16603,12,0,0,0,0,0,0
TX16700,12,0,0,0,0,0,0
TX16800,12,0,0,0,0,0,0
TX16801,6,0,0,0,0,0,0
TX16900,12,0,0,0,0,0,0
TX16901,12,0,0,0,0,0,0
TX16902,12,0,0,0,0,0,0
TX17000,12,0,0,0,0,0,0
TX17003,12,0,0,0,0,0,0
TX17007,12,0,0,0,0,0,0
TX17008,12,0,0,0,0,0,0
TX17010,12,0,0,0,0,0,0
TX17012,12,0,0,0,0,0,0
TX17014,12,0,0,0,0,0,0
TX17015,9,0,0,0,0,0,0
TX17016,12,0,0,0,0,0,0
TX17017,12,0,0,0,0,0,0
TX17018,12,0,0,0,0,0,0
TX17020,12,0,0,0,0,0,0
TX17100,12,0,0,0,0,0,0
TX17101,12,0,0,0,0,0,0
TX17104,12,0,0,0,0,0,0
TX17200,12,0,0,0,0,0,0
TX17201,12,0,0,0,0,0,0
TX17202,12,0,0,0,0,0,0
TX17203,12,0,0,0,0,0,0
TX17205,12,0,0,0,0,0,0
TX17300,12,0,0,0,0,0,0
TX17404,12,0,0,0,0,0,0
TX17500,12,0,0,0,0,0,0
TX17501,12,0,0,0,0,0,0
TX17600,12,2,2,0,0,0,0
TX17700,12,0,0,0,0,0,0
TX17703,12,0,0,0,0,0,0
TX17704,12,0,0,0,0,0,0
TX17800,12,0,0,0,0,0,0
TX17801,12,0,0,0,0,0,0
TX17802,12,0,0,0,2,0,0
TX17803,12,0,0,0,0,0,0
TX17805,12,0,0,0,0,0,0
TX17815,12,0,0,0,0,0,0
TX17817,12,0,0,0,4,4,0
TX17900,12,0,0,0,0,0,0
TX17901,12,0,0,0,0,0,0
TX18000,12,0,0,0,0,0,0
TX18100,12,0,0,0,0,0,0
TX18101,12,0,0,0,0,0,0
TX18102,12,0,0,0,0,0,0
TX18103,12,0,0,0,0,0,0
TX18104,12,0,0,0,0,0,0
TX18105,12,0,0,0,0,0,0
TX18200,12,0,0,0,0,0,0
TX18202,12,0,0,0,0,0,0
TX18300,12,0,0,0,0,0,0
TX18301,12,0,0,0,0,0,0
TX18401,12,0,0,0,0,0,0
TX18403,12,0,0,0,0,0,0
TX18405,12,0,0,0,0,0,0
TX18500,12,0,0,0,0,0,0
TX18501,12,0,0,0,0,0,0
TX18502,12,0,0,0,0,0,0
TX18503,12,0,0,0,0,0,0
TX18600,12,0,0,0,0,0,0
TX18601,12,0,0,0,0,0,0
TX18702,11,0,0,0,0,0,0
TX18704,12,0,0,0,0,0,0
TX18708,12,0,0,0,0,0,0
TX18800,12,0,0,0,0,0,0
TX18801,1,1,0,0,0,0,0
TX18802,12,0,0,0,0,0,0
TX18806,12,0,0,0,0,0,0
TX18900,12,0,0,0,0,0,0
TX18906,12,0,0,0,0,0,0
TX19000,12,0,0,0,0,0,0
TX19100,12,0,0,0,0,0,0
TX19101,12,0,0,0,0,0,0
TX19103,12,0,0,0,0,0,0
TX19200,12,0,0,0,0,0,0
TX19300,12,0,0,0,0,0,0
TX19400,12,0,0,0,0,0,0
TX19401,11,0,0,0,0,0,0
TX19403,12,0,0,0,0,0,0
TX19500,12,0,0,0,0,0,0
TX19502,12,0,0,0,0,0,0
TX19600,12,0,0,0,0,0,0
TX19601,12,0,0,0,0,0,0
TX19700,12,0,0,0,0,0,0
TX19800,12,0,0,0,0,0,0
TX19801,12,0,0,0,0,0,0
TX19802,12,0,0,0,0,0,0
TX19803,12,0,0,0,0,0,0
TX20000,12,0,0,0,0,0,0
TX20001,12,0,0,0,0,0,0
TX20003,12,0,0,0,0,0,0
TX20103,12,0,0,0,0,0,0
TX20111,12,0,0,0,0,0,0
TX20200,12,0,0,0,0,0,0
TX20201,12,0,0,0,0,0,0
TX20300,1,0,0,0,0,0,0
TX20301,12,0,0,0,0,0,0
TX20400,12,0,0,0,0,0,0
TX20500,12,0,0,0,0,0,0
TX20501,12,0,0,0,0,0,0
TX20503,12,0,0,0,0,0,0
TX20504,12,0,0,0,0,0,0
TX20505,12,0,0,0,0,0,0
TX20508,12,0,0,0,0,0,0
TX20516,12,0,0,0,0,0,0
TX20517,6,0,0,0,0,0,0
TX20600,12,0,0,0,0,0,0
TX20700,12,0,0,0,0,0,0
TX20800,12,0,0,0,0,0,0
TX20801,12,0,0,0,0,0,0
TX20900,12,0,0,0,0,0,0
TX21000,12,0,0,0,0,0,0
TX21001,12,0,0,0,0,0,0
TX21100,12,0,0,0,0,0,0
TX21101,12,0,0,0,0,0,0
TX21200,12,0,0,0,0,0,0
TX21201,12,0,0,0,0,0,0
TX21205,12,0,0,0,0,0,0
TX21209,12,0,0,0,0,0,0
TX21210,12,0,0,0,0,0,0
TX21215,12,0,0,0,0,0,0
TX21300,12,0,0,0,0,0,0
TX21400,12,0,0,0,0,0,0
TX21401,12,0,0,0,0,0,0
TX21402,12,0,0,0,0,0,0
TX21403,12,0,0,0,0,0,0
TX21410,12,0,0,0,0,0,0
TX21500,12,0,0,0,0,0,0
TX21501,12,0,0,0,0,0,0
TX21600,12,0,0,0,0,0,0
TX21700,12,0,0,0,0,0,0
TX21800,12,0,0,0,0,0,0
TX21801,12,0,0,0,0,0,0
TX21900,12,0,0,0,0,0,0
TX21901,6,0,0,0,0,0,0
TX21902,12,0,0,0,0,0,0
TX21903,12,0,0,0,0,0,0
TX22000,12,0,0,0,0,0,0
TX22001,12,2,0,0,0,0,0
TX22002,12,0,0,0,0,0,0
TX22004,12,0,0,0,0,0,0
TX22005,12,0,0,0,0,0,0
TX22006,12,0,0,0,0,0,0
TX22007,12,0,0,0,0,0,0
TX22009,12,0,0,0,0,0,0
TX22010,12,0,0,0,0,0,0
TX22011,12,2,2,0,0,0,0
TX22012,5,3,0,0,3,0,0
TX22013,12,0,0,0,0,0,0
TX22014,12,0,0,0,0,0,0
TX22016,12,0,0,0,1,0,0
TX22017,12,0,0,0,0,0,0
TX22018,12,0,0,0,0,0,0
TX22019,12,0,0,0,0,0,0
TX22020,12,0,0,0,0,0,0
TX22021,12,0,0,0,0,0,0
TX22022,12,0,0,0,0,0,0
TX22023,12,0,0,0,0,0,0
TX22024,12,0,0,0,0,0,0
TX22025,12,0,0,0,0,0,0
TX22026,12,1,0,0,0,0,0
TX22027,12,0,0,0,0,0,0
TX22028,12,0,0,0,0,0,0
TX22029,12,0,0,0,1,0,0
TX22030,12,0,0,0,0,0,0
TX22031,12,0,0,0,0,0,0
TX22032,12,0,0,0,0,0,0
TX22033,12,0,0,0,0,0,0
TX22037,12,0,0,0,0,0,0
TX22040,12,0,0,0,0,0,0
TX22048,12,0,0,0,0,0,0
TX22049,12,0,0,0,0,0,0
TX22050,12,0,0,0,0,0,0
TX22100,12,0,0,0,0,0,0
TX22101,12,0,0,0,0,0,0
TX22103,12,0,0,0,0,0,0
TX22108,12,0,0,0,0,0,0
TX22110,12,0,0,0,0,0,0
TX22111,12,0,0,0,0,0,0
TX22200,12,0,0,0,0,0,0
TX22300,12,0,0,0,0,0,0
TX22301,12,0,0,0,0,0,0
TX22400,12,0,0,0,0,0,0
TX22500,12,0,0,0,0,0,0
TX22501,12,0,0,0,0,0,0
TX22600,12,0,0,0,0,0,0
TX22603,12,0,0,0,0,0,0
TX22700,12,0,0,0,0,0,0
TX22701,12,14,4,0,95,20,0
TX22702,12,0,0,0,0,0,0
TX22703,12,0,0,0,0,0,0
TX22704,12,0,0,0,0,0,0
TX22705,12,0,0,0,0,0,0
TX22709,12,0,0,0,0,0,0
TX22719,12,0,0,0,0,0,0
TX22721,12,0,0,0,0,0,0
TX22722,12,0,0,0,0,0,0
TX22723,12,0,0,0,0,0,0
TX22724,12,0,0,0,0,0,0
TX22738,12,0,0,0,0,0,0
TX22800,12,0,0,0,0,0,0
TX22900,12,0,0,0,0,0,0
TX22901,12,0,0,0,0,0,0
TX23000,12,0,0,0,0,0,0
TX23001,12,0,0,0,0,0,0
TX23002,12,0,0,0,0,0,0
TX23009,12,0,0,0,0,0,0
TX23100,12,0,0,0,0,0,0
TX23200,12,0,0,0,0,0,0
TX23201,12,0,0,0,0,0,0
TX23202,12,0,0,0,0,0,0
TX23300,12,0,0,0,0,0,0
TX23301,12,0,0,0,0,0,0
TX23400,12,0,0,0,0,0,0
TX23401,12,0,0,0,0,0,0
TX23403,12,0,0,0,0,0,0
TX23404,12,0,0,0,0,0,0
TX23405,12,0,0,0,0,0,0
TX23600,12,0,0,0,0,0,0
TX23601,12,0,0,0,0,0,0
TX23700,12,0,0,0,0,0,0
TX23701,12,0,0,0,0,0,0
TX23702,12,0,0,0,0,0,0
TX23707,12,0,0,0,0,0,0
TX23708,12,0,0,0,0,0,0
TX23800,12,0,0,0,0,0,0
TX23801,12,0,0,0,0,0,0
TX23900,12,0,0,0,0,0,0
TX23901,12,0,0,0,0,0,0
TX24000,12,0,0,0,0,0,0
TX24001,12,1,0,0,0,0,0
TX24005,12,0,0,0,0,0,0
TX24006,12,0,0,0,0,0,0
TX24007,12,0,0,0,0,0,0
TX24010,6,0,0,0,0,0,0
TX24101,12,0,0,0,0,0,0
TX24102,12,0,0,0,0,0,0
TX24200,12,0,0,0,0,0,0
TX24201,12,0,0,0,0,0,0
TX24300,12,0,0,0,0,0,0
TX24301,12,0,0,0,0,0,0
TX24302,12,0,0,0,0,0,0
TX24305,12,0,0,0,1,0,0
TX24307,12,0,0,0,0,0,0
TX24400,12,0,0,0,0,0,0
TX24401,12,0,0,0,0,0,0
TX24500,12,0,0,0,9,0,0
TX24501,12,0,0,0,0,0,0
TX24502,12,0,0,0,0,0,0
TX24508,12,0,0,0,0,0,0
TX24509,12,0,0,0,0,0,0
TX24600,12,0,0,0,0,0,0
TX24601,12,0,0,0,0,0,0
TX24603,12,0,0,0,0,0,0
TX24604,12,0,0,0,0,0,0
TX24605,12,1,0,0,0,0,0
TX24606,12,0,0,0,0,0,0
TX24608,12,0,0,0,0,0,0
TX24609,12,0,0,0,0,0,0
TX24617,12,0,0,0,0,0,0
TX24618,12,0,0,0,0,0,0
TX24625,12,0,0,0,0,0,0
TX24700,12,0,0,0,0,0,0
TX24701,12,0,0,0,0,0,0
TX24702,12,0,0,0,0,0,0
TX24707,12,0,0,0,0,0,0
TX24708,12,0,0,0,0,0,0
TX24800,12,0,0,0,0,0,0
TX24801,12,0,0,0,0,0,0
TX24802,12,0,0,0,0,0,0
TX24900,12,0,0,0,0,0,0
TX24901,12,0,0,0,0,0,0
TX24902,12,0,0,0,0,0,0
TX24908,12,0,0,0,0,0,0
TX24909,12,0,0,0,0,0,0
TX25000,12,0,0,0,0,0,0
TX25002,12,0,0,0,0,0,0
TX25003,12,0,0,0,0,0,0
TX25004,12,0,0,0,0,0,0
TX25005,12,0,0,0,0,0,0
TX25100,12,0,0,0,0,0,0
TX25101,12,0,0,0,0,0,0
TX25200,12,0,0,0,0,0,0
TX25201,12,0,0,0,0,0,0
TX25202,12,0,0,0,0,0,0
TX25300,12,0,0,0,0,0,0
TX25400,12,0,0,0,0,0,0
TX25401,12,0,0,0,0,0,0
UT00100,6,0,0,0,0,0,0
UT00200,8,0,0,0,0,0,0
UT00201,11,0,0,0,0,0,0
UT00202,6,0,0,0,0,0,0
UT00205,7,0,0,0,0,0,0
UT00208,6,0,0,0,0,0,0
UT00212,5,0,0,0,0,0,0
UT00300,10,0,0,0,0,0,0
UT00310,10,0,0,0,0,0,0
UT00314,3,0,0,0,0,0,0
UT00409,6,0,0,0,0,0,0
UT00413,9,0,0,0,0,0,0
UT00603,10,0,0,0,0,0,0
UT01000,5,0,0,0,0,0,0
UT01100,9,0,0,0,0,0,0
UT01101,10,0,0,0,0,0,0
UT01103,8,0,0,0,0,0,0
UT01106,12,0,0,0,0,0,0
UT01108,7,0,0,0,0,0,0
UT01200,5,0,0,0,0,0,0
UT01201,7,0,0,0,0,0,0
UT01305,9,0,0,0,0,0,0
UT01600,11,0,0,0,0,0,0
UT01700,4,0,0,0,0,0,0
UT01807,6,0,0,0,0,0,0
UT01828,6,0,0,0,0,0,0
UT01842,8,0,0,0,0,0,0
UT01900,11,0,0,0,0,0,0
UT01901,6,0,0,0,0,0,0
UT01902,6,0,0,0,0,0,0
UT02000,9,0,0,0,0,0,0
UT02001,12,0,0,0,0,0,0
UT02002,11,0,0,0,0,0,0
UT02003,8,0,0,0,0,0,0
UT02004,12,0,0,0,0,0,0
UT02008,12,0,0,0,0,0,0
UT02009,12,0,0,0,0,0,0
UT02012,12,0,0,0,0,0,0
UT02013,7,0,0,0,0,0,0
UT02100,8,0,0,0,0,0,0
UT02101,3,0,0,0,0,0,0
UT02107,4,0,0,0,0,0,0
UT02200,7,0,0,0,0,0,0
UT02203,11,0,0,0,0,0,0
UT02205,10,0,0,0,0,0,0
UT02305,12,0,0,0,0,0,0
UT02501,9,0,0,0,0,0,0
UT02502,11,0,0,0,0,0,0
UT02503,6,0,0,0,0,0,0
UT02504,12,0,0,0,0,0,0
UT02508,4,0,0,0,0,0,0
UT02509,9,0,0,0,0,0,0
UT02510,7,0,0,0,0,0,0
UT02511,11,0,0,0,0,0,0
UT02514,8,0,0,0,0,0,0
UT02519,8,0,0,0,0,0,0
UT02520,6,0,0,0,0,0,0
UT02521,12,0,0,0,0,0,0
UT02601,10,0,0,0,0,0,0
UT02700,2,0,0,0,0,0,0
UT02707,10,0,0,0,0,0,0
UT02709,7,0,0,0,0,0,0
UT02907,9,0,0,0,0,0,0
UT02908,8,0,0,0,0,0,0
UT02911,4,0,0,0,0,0,0
WADI008,5,0,0,0,0,0,0
WADI009,4,0,0,0,0,0,0
WADI012,4,0,0,0,0,0,0
WADI013,1,0,0,0,0,0,0
WADI051,3,0,0,0,0,0,0
WADI054,1,0,0,0,0,0,0
WADI056,3,0,0,0,0,0,0
WADI057,3,0,0,0,0,0,0
WADI058,1,0,0,0,0,0,0
WADI061,3,0,0,0,0,0,0
WADI063,11,0,0,0,0,0,0
WADI065,1,0,0,0,0,0,0
WADI067,3,0,0,0,0,0,0
WADI083,1,0,0,0,0,0,0
WA00300,1,1,0,0,0,0,0
WA00301,1,1,0,0,0,0,0
WA00505,6,0,0,0,0,0,0
WA00509,2,0,0,0,0,0,0
WA01707,4,10,1,0,0,0,0
WA01713,1,1,0,0,0,0,0
WA03200,1,0,0,0,0,0,0
WIMPD00,2,3,1,0,0,0,0
WI04501,1,1,0,0,0,0,0
WY00100,12,0,0,0,0,0,0
WY00101,12,0,0,0,0,0,0
WY00102,12,0,0,0,0,0,0
WY00200,12,0,0,0,0,0,0
WY00202,4,0,0,0,0,0,0
WY00203,12,0,0,0,0,0,0
WY00300,12,0,0,0,0,0,0
WY00301,12,0,0,0,0,0,0
WY00400,12,0,0,0,0,0,0
WY00401,12,0,0,0,0,0,0
WY00402,12,0,0,0,0,0,0
WY00405,12,0,0,0,0,0,0
WY00500,12,0,0,0,0,0,0
WY00501,12,0,0,0,0,0,0
WY00502,12,0,0,0,0,0,0
WY00600,12,0,0,0,0,0,0
WY00601,12,0,0,0,0,0,0
WY00603,12,0,0,0,0,0,0
WY00700,12,0,0,0,0,0,0
WY00701,12,0,0,0,0,0,0
WY00702,12,0,0,0,0,0,0
WY00800,12,0,0,0,0,0,0
WY00801,12,0,0,0,0,0,0
WY00900,12,0,0,0,0,0,0
WY00901,11,0,0,0,0,0,0
WY01000,11,0,0,0,0,0,0
WY01001,12,0,0,0,0,0,0
WY01100,12,0,0,0,0,0,0
WY01101,12,0,0,0,1,0,0
WY01102,12,0,0,0,0,0,0
WY01200,12,0,0,0,0,0,0
WY01201,12,0,0,0,0,0,0
WY01202,11,0,0,0,0,0,0
WY01203,11,0,0,0,0,0,0
WY01300,12,0,0,0,0,0,0
WY01301,12,0,0,0,0,0,0
WY01302,11,0,0,0,0,0,0
WY01304,12,0,0,0,0,0,0
WY01500,12,0,0,0,0,0,0
WY01501,12,0,0,0,0,0,0
WY01502,12,0,0,0,0,0,0
WY01600,11,0,0,0,0,0,0
WY01601,12,0,0,0,0,0,0
WY01700,12,0,0,0,0,0,0
WY01701,12,0,0,0,0,0,0
WY01704,12,0,0,0,0,0,0
WY01800,12,0,0,0,0,0,0
WY01900,12,0,0,0,0,0,0
WY01901,12,0,0,0,0,0,0
WY01902,12,0,0,0,0,0,0
