ori,months_reported,sex_acts,sex_acts_cleared,sex_acts_juvenile_cleared,servitude,servitude_cleared,servitude_juvenile_cleared
FL00641,1,0,0,0,0,0,0
FL00644,1,0,0,0,0,0,0
FL00650,1,0,0,0,0,0,0
FL00670,1,0,0,0,0,0,0
FL00680,1,0,0,0,0,0,0
FL00688,1,0,0,0,0,0,0
FL00690,1,0,0,0,0,0,0
FL00699,1,0,0,0,0,0,0
FL00700,1,0,0,0,0,0,0
FL00701,1,0,0,0,0,0,0
FL00702,1,0,0,0,0,0,0
FL00703,1,0,0,0,0,0,0
FL00750,1,0,0,0,0,0,0
FL00780,1,0,0,0,0,0,0
FL00790,1,0,0,0,0,0,0
FL00800,1,0,0,0,0,0,0
FL00801,1,0,0,0,0,0,0
FL00802,1,0,0,0,0,0,0
FL00850,1,0,0,0,0,0,0
FL00880,1,0,0,0,0,0,0
FL00890,1,0,0,0,0,0,0
FL00900,1,0,0,0,0,0,0
FL00950,1,0,0,0,0,0,0
FL00980,1,0,0,0,0,0,0
FL00990,1,0,0,0,0,0,0
FL01000,1,0,0,0,0,0,0
FL01001,1,0,0,0,0,0,0
FL01002,1,0,0,0,0,0,0
FL01050,1,0,0,0,0,0,0
FL01080,1,0,0,0,0,0,0
FL01090,1,0,0,0,0,0,0
FL01100,1,12,4,0,0,0,0
FL01101,1,0,0,0,0,0,0
FL01103,1,0,0,0,0,0,0
FL01150,1,0,0,0,0,0,0
FL01180,1,0,0,0,0,0,0
FL01190,1,0,0,0,0,0,0
FL01200,1,0,0,0,0,0,0
FL01201,1,0,0,0,0,0,0
FL01205,1,0,0,0,0,0,0
FL01250,1,0,0,0,0,0,0
FL01280,1,0,0,0,0,0,0
FL01290,1,0,0,0,0,0,0
FL01300,1,0,0,0,0,0,0
FL01301,1,0,0,0,0,0,0
FL01302,1,0,0,0,0,0,0
FL01303,1,0,0,0,0,0,0
FL01304,1,0,0,0,0,0,0
FL01305,1,0,0,0,0,0,0
FL01306,1,0,0,0,0,0,0
FL01307,1,0,0,0,0,0,0
FL01308,1,0,0,0,0,0,0
FL01309,1,0,0,0,0,0,0
FL01310,1,0,0,0,0,0,0
FL01311,1,0,0,0,0,0,0
FL01312,1,0,0,0,0,0,0
FL01313,1,0,0,0,0,0,0
FL01314,1,0,0,0,0,0,0
FL01315,1,0,0,0,0,0,0
FL01316,1,0,0,0,0,0,0
FL01317,1,0,0,0,0,0,0
FL01318,1,0,0,0,0,0,0
FL01319,1,0,0,0,0,0,0
FL01320,1,0,0,0,0,0,0
FL01321,1,0,0,0,0,0,0
FL01322,1,0,0,0,0,0,0
FL01324,1,0,0,0,0,0,0
FL01325,1,0,0,0,0,0,0
FL01327,1,0,0,0,0,0,0
FL01329,1,0,0,0,0,0,0
FL01330,1,0,0,0,0,0,0
FL01331,1,0,0,0,0,0,0
FL01337,1,0,0,0,0,0,0
FL01339,1,0,0,0,0,0,0
FL01340,1,0,0,0,0,0,0
FL01343,1,0,0,0,0,0,0
FL01350,1,0,0,0,0,0,0
FL01351,1,0,0,0,0,0,0
FL01367,1,0,0,0,0,0,0
FL01370,1,0,0,0,0,0,0
FL01381,1,0,0,0,0,0,0
FL01390,1,0,0,0,0,0,0
FL01391,1,0,0,0,0,0,0
FL01392,1,0,0,0,0,0,0
FL01393,1,0,0,0,0,0,0
FL01395,1,0,0,0,0,0,0
FL01397,1,0,0,0,0,0,0
FL01400,1,0,0,0,0,0,0
FL01401,1,0,0,0,0,0,0
FL01450,1,0,0,0,0,0,0
FL01480,1,0,0,0,0,0,0
FL01490,1,0,0,0,0,0,0
FL01500,1,0,0,0,0,0,0
FL01501,1,0,0,0,0,0,0
FL01503,1,0,0,0,0,0,0
FL01550,1,0,0,0,0,0,0
FL01580,1,0,0,0,0,0,0
FL01590,1,0,0,0,0,0,0
FL01601,1,0,0,0,0,0,0
FL01602,1,0,0,0,0,0,0
FL01603,1,0,0,0,0,0,0
FL01604,1,0,0,0,0,0,0
FL01605,1,0,0,0,0,0,0
FL01606,1,0,0,0,0,0,0
FL01607,1,0,0,0,0,0,0
FL01611,1,0,0,0,0,0,0
FL01650,1,0,0,0,0,0,0
FL01670,1,0,0,0,0,0,0
FL01680,1,0,0,0,0,0,0
FL01690,1,0,0,0,0,0,0
FL01700,1,0,0,0,0,0,0
FL01701,1,0,0,0,0,0,0
FL01703,1,0,0,0,0,0,0
FL01704,1,0,0,0,0,0,0
FL01750,1,0,0,0,0,0,0
FL01770,1,0,0,0,0,0,0
FL01780,1,0,0,0,0,0,0
FL01790,1,0,0,0,0,0,0
FL01791,1,0,0,0,0,0,0
FL01800,1,0,0,0,0,0,0
FL01801,1,0,0,0,0,0,0
FL01802,1,0,0,0,0,0,0
FL01850,1,0,0,0,0,0,0
FL01880,1,0,0,0,0,0,0
FL01890,1,0,0,0,0,0,0
FL01900,1,0,0,0,0,0,0
FL01901,1,0,0,0,0,0,0
FL01902,1,0,0,0,0,0,0
FL01904,1,0,0,0,0,0,0
FL01950,1,0,0,0,0,0,0
FL01980,1,0,0,0,0,0,0
FL01990,1,0,0,0,0,0,0
FL02000,1,0,0,0,0,0,0
FL02001,1,0,0,0,0,0,0
FL02002,1,0,0,0,0,0,0
FL02003,1,0,0,0,0,0,0
FL02004,1,0,0,0,0,0,0
FL02005,1,0,0,0,0,0,0
FL02006,1,0,0,0,0,0,0
FL02008,1,0,0,0,0,0,0
FL02050,1,0,0,0,0,0,0
FL02080,1,0,0,0,0,0,0
FL02090,1,0,0,0,0,0,0
FL02100,1,0,0,0,0,0,0
FL02102,1,0,0,0,0,0,0
FL02107,1,0,0,0,0,0,0
FL02150,1,0,0,0,0,0,0
FL02180,1,0,0,0,0,0,0
FL02190,1,0,0,0,0,0,0
FL02200,1,0,0,0,0,0,0
FL02250,1,0,0,0,0,0,0
FL02280,1,0,0,0,0,0,0
FL02290,1,0,0,0,0,0,0
FL02300,1,0,0,0,0,0,0
FL02301,1,0,0,0,0,0,0
FL02303,1,0,0,0,0,0,0
FL02350,1,0,0,0,0,0,0
FL02380,1,0,0,0,0,0,0
FL02390,1,0,0,0,0,0,0
FL02400,1,0,0,0,0,0,0
FL02401,1,0,0,0,0,0,0
FL02402,1,0,0,0,0,0,0
FL02403,1,0,0,0,0,0,0
FL02413,1,0,0,0,0,0,0
FL02450,1,0,0,0,0,0,0
FL02480,1,0,0,0,0,0,0
FL02490,1,0,0,0,0,0,0
FL02500,1,0,0,0,0,0,0
FL02501,1,0,0,0,0,0,0
FL02502,1,0,0,0,0,0,0
FL02504,1,0,0,0,0,0,0
FL02550,1,0,0,0,0,0,0
FL02580,1,0,0,0,0,0,0
FL02590,1,0,0,0,0,0,0
FL02600,1,0,0,0,0,0,0
FL02601,1,0,0,0,0,0,0
FL02650,1,0,0,0,0,0,0
FL02680,1,0,0,0,0,0,0
FL02690,1,0,0,0,0,0,0
FL02700,1,0,0,0,0,0,0
FL02701,1,0,0,0,0,0,0
FL02750,1,0,0,0,0,0,0
FL02780,1,0,0,0,0,0,0
FL02790,1,0,0,0,0,0,0
FL02800,1,0,0,0,0,0,0
FL02801,1,0,0,0,0,0,0
FL02802,1,0,0,0,0,0,0
FL02803,1,0,0,0,0,0,0
FL02850,1,0,0,0,0,0,0
FL02880,1,0,0,0,0,0,0
FL02890,1,0,0,0,0,0,0
FL02900,1,4,0,0,0,0,0
FL02901,1,0,0,0,0,0,0
FL02902,1,0,0,0,0,0,0
FL02903,1,0,0,0,0,0,0
FL02905,1,0,0,0,0,0,0
FL02906,1,0,0,0,0,0,0
FL02907,1,0,0,0,0,0,0
FL02950,1,0,0,0,0,0,0
FL02970,1,0,0,0,0,0,0
FL02980,1,0,0,0,0,0,0
FL02990,1,0,0,0,0,0,0
FL03000,1,0,0,0,0,0,0
FL03001,1,0,0,0,0,0,0
FL03050,1,0,0,0,0,0,0
FL03080,1,0,0,0,0,0,0
FL03090,1,0,0,0,0,0,0
FL03100,1,0,0,0,3,3,0
FL03101,1,0,0,0,0,0,0
FL03102,1,0,0,0,0,0,0
FL03103,1,0,0,0,0,0,0
FL03104,1,0,0,0,0,0,0
FL03150,1,0,0,0,0,0,0
FL03180,1,0,0,0,0,0,0
FL03190,1,0,0,0,0,0,0
FL03200,1,0,0,0,0,0,0
FL03201,1,0,0,0,0,0,0
FL03202,1,0,0,0,0,0,0
FL03203,1,0,0,0,0,0,0
FL03205,1,0,0,0,0,0,0
FL03208,1,0,0,0,0,0,0
FL03250,1,0,0,0,0,0,0
FL03280,1,0,0,0,0,0,0
FL03290,1,0,0,0,0,0,0
FL03300,1,0,0,0,0,0,0
FL03301,1,0,0,0,0,0,0
FL03302,1,0,0,0,0,0,0
FL03350,1,0,0,0,0,0,0
FL03380,1,0,0,0,0,0,0
FL03390,1,0,0,0,0,0,0
FL03400,1,0,0,0,0,0,0
FL03403,1,0,0,0,0,0,0
FL03450,1,0,0,0,0,0,0
FL03480,1,0,0,0,0,0,0
FL03490,1,0,0,0,0,0,0
FL03500,1,0,0,0,0,0,0
FL03501,1,0,0,0,0,0,0
FL03502,1,0,0,0,0,0,0
FL03503,1,0,0,0,0,0,0
FL03504,1,0,0,0,0,0,0
FL03505,1,0,0,0,0,0,0
FL03506,1,0,0,0,0,0,0
FL03507,1,0,0,0,0,0,0
FL03508,1,0,0,0,0,0,0
FL03510,1,0,0,0,0,0,0
FL03511,1,0,0,0,0,0,0
FL03512,1,0,0,0,0,0,0
FL03513,1,0,0,0,0,0,0
FL03514,1,0,0,0,0,0,0
FL03517,1,0,0,0,0,0,0
FL03540,1,0,0,0,0,0,0
FL03550,1,0,0,0,0,0,0
FL03580,1,0,0,0,0,0,0
FL03590,1,0,0,0,0,0,0
FL03600,1,1,0,0,0,0,0
FL03601,1,0,0,0,0,0,0
FL03602,1,0,0,0,0,0,0
FL03603,1,0,0,0,0,0,0
FL03604,1,0,0,0,0,0,0
FL03605,1,0,0,0,0,0,0
FL03607,1,0,0,0,0,0,0
FL03613,1,0,0,0,0,0,0
FL03650,1,0,0,0,0,0,0
FL03670,1,0,0,0,0,0,0
FL03680,1,0,0,0,0,0,0
FL03690,1,0,0,0,0,0,0
FL03700,1,0,0,0,0,0,0
FL03702,1,0,0,0,0,0,0
FL03703,1,1,1,0,0,0,0
FL03704,1,0,0,0,0,0,0
FL03705,1,0,0,0,0,0,0
FL03706,1,0,0,0,0,0,0
FL03707,1,0,0,0,0,0,0
FL03708,1,0,0,0,0,0,0
FL03709,1,0,0,0,0,0,0
FL03717,1,0,0,0,0,0,0
FL03722,1,0,0,0,0,0,0
FL03750,1,0,0,0,0,0,0
FL03790,1,0,0,0,0,0,0
FL03791,1,0,0,0,0,0,0
FL03800,1,0,0,0,0,0,0
FL03801,1,0,0,0,0,0,0
FL03802,1,0,0,0,0,0,0
FL03803,1,0,0,0,0,0,0
FL03804,1,0,0,0,0,0,0
FL03850,1,0,0,0,0,0,0
FL03880,1,0,0,0,0,0,0
FL03890,1,0,0,0,0,0,0
FL03900,1,0,0,0,0,0,0
FL03950,1,0,0,0,0,0,0
FL03980,1,0,0,0,0,0,0
FL03990,1,0,0,0,0,0,0
FL04000,1,0,0,0,0,0,0
FL04001,1,0,0,0,0,0,0
FL04006,1,0,0,0,0,0,0
FL04050,1,0,0,0,0,0,0
FL04080,1,0,0,0,0,0,0
FL04090,1,0,0,0,0,0,0
FL04100,1,1,1,0,0,0,0
FL04102,1,0,0,0,0,0,0
FL04103,1,0,0,0,0,0,0
FL04104,1,0,0,0,0,0,0
FL04105,1,0,0,0,0,0,0
FL04106,1,0,0,0,0,0,0
FL04150,1,0,0,0,0,0,0
FL04180,1,0,0,0,0,0,0
FL04190,1,0,0,0,0,0,0
FL04200,1,0,0,0,0,0,0
FL04201,1,0,0,0,0,0,0
FL04202,1,0,0,0,0,0,0
FL04203,1,0,0,0,0,0,0
FL04209,1,0,0,0,0,0,0
FL04250,1,0,0,0,0,0,0
FL04280,1,0,0,0,0,0,0
FL04290,1,0,0,0,0,0,0
FL04300,1,0,0,0,0,0,0
FL04301,1,0,0,0,0,0,0
FL04302,1,0,0,0,0,0,0
FL04303,1,0,0,0,0,0,0
FL04306,1,0,0,0,0,0,0
FL04350,1,0,0,0,0,0,0
FL04380,1,0,0,0,0,0,0
FL04390,1,0,0,0,0,0,0
FL04400,1,0,0,0,0,0,0
FL04401,1,0,0,0,0,0,0
FL04402,1,0,0,0,0,0,0
FL04450,1,0,0,0,0,0,0
FL04480,1,0,0,0,0,0,0
FL04490,1,0,0,0,0,0,0
FL04500,1,0,0,0,0,0,0
FL04501,1,0,0,0,0,0,0
FL04550,1,0,0,0,0,0,0
FL04580,1,0,0,0,0,0,0
FL04590,1,0,0,0,0,0,0
FL04600,1,0,0,0,0,0,0
FL04601,1,0,0,0,0,0,0
FL04602,1,0,0,0,0,0,0
FL04603,1,0,0,0,0,0,0
FL04604,1,0,0,0,0,0,0
FL04605,1,0,0,0,0,0,0
FL04650,1,0,0,0,0,0,0
FL04680,1,0,0,0,0,0,0
FL04690,1,0,0,0,0,0,0
FL04700,1,0,0,0,0,0,0
FL04701,1,0,0,0,0,0,0
FL04704,1,0,0,0,0,0,0
FL04750,1,0,0,0,0,0,0
FL04780,1,0,0,0,0,0,0
FL04790,1,0,0,0,0,0,0
FL04800,1,5,5,0,0,0,0
FL04801,1,0,0,0,0,0,0
FL04802,1,0,0,0,0,0,0
FL04803,1,0,0,0,0,0,0
FL04804,1,1,1,0,0,0,0
FL04805,1,0,0,0,0,0,0
FL04806,1,0,0,0,0,0,0
FL04807,1,0,0,0,0,0,0
FL04808,1,0,0,0,0,0,0
FL04809,1,0,0,0,0,0,0
FL04810,1,0,0,0,0,0,0
FL04811,1,0,0,0,0,0,0
FL04814,1,0,0,0,0,0,0
FL04829,1,0,0,0,0,0,0
FL04850,1,0,0,0,0,0,0
FL04870,1,0,0,0,0,0,0
FL04880,1,0,0,0,0,0,0
FL04890,1,0,0,0,0,0,0
FL04893,1,0,0,0,0,0,0
FL04900,1,4,4,0,0,0,0
FL04901,1,0,0,0,0,0,0
FL04902,1,0,0,0,0,0,0
FL04950,1,0,0,0,0,0,0
FL04980,1,0,0,0,0,0,0
FL04990,1,0,0,0,0,0,0
FL05000,1,0,0,0,0,0,0
FL05001,1,0,0,0,0,0,0
FL05002,1,0,0,0,0,0,0
FL05003,1,0,0,0,0,0,0
FL05004,1,0,0,0,0,0,0
FL05005,1,0,0,0,0,0,0
FL05006,1,0,0,0,0,0,0
FL05007,1,0,0,0,0,0,0
FL05008,1,0,0,0,0,0,0
FL05009,1,0,0,0,0,0,0
FL05012,1,0,0,0,0,0,0
FL05013,1,0,0,0,0,0,0
FL05015,1,0,0,0,0,0,0
FL05016,1,0,0,0,0,0,0
FL05017,1,0,0,0,0,0,0
FL05018,1,0,0,0,0,0,0
FL05019,1,0,0,0,0,0,0
FL05020,1,0,0,0,0,0,0
FL05021,1,0,0,0,0,0,0
FL05022,1,0,0,0,0,0,0
FL05023,1,0,0,0,0,0,0
FL05024,1,0,0,0,0,0,0
FL05025,1,0,0,0,0,0,0
FL05026,1,0,0,0,0,0,0
FL05027,1,0,0,0,0,0,0
FL05028,1,0,0,0,0,0,0
FL05029,1,0,0,0,0,0,0
FL05030,1,0,0,0,0,0,0
FL05031,1,0,0,0,0,0,0
FL05033,1,0,0,0,0,0,0
FL05037,1,0,0,0,0,0,0
FL05038,1,0,0,0,0,0,0
FL05040,1,0,0,0,0,0,0
FL05042,1,0,0,0,0,0,0
FL05050,1,0,0,0,0,0,0
FL05060,1,0,0,0,0,0,0
FL05070,1,0,0,0,0,0,0
FL05080,1,0,0,0,0,0,0
FL05090,1,0,0,0,0,0,0
FL05092,1,0,0,0,0,0,0
FL05095,1,0,0,0,0,0,0
FL05100,1,0,0,0,0,0,0
FL05101,1,0,0,0,0,0,0
FL05102,1,0,0,0,0,0,0
FL05103,1,0,0,0,0,0,0
FL05104,1,0,0,0,0,0,0
FL05150,1,0,0,0,0,0,0
FL05180,1,0,0,0,0,0,0
FL05190,1,0,0,0,0,0,0
FL05200,1,0,0,0,0,0,0
FL05201,1,0,0,0,0,0,0
FL05202,1,0,0,0,0,0,0
FL05203,1,25,25,0,0,0,0
FL05204,1,0,0,0,0,0,0
FL05205,1,0,0,0,0,0,0
FL05206,1,0,0,0,0,0,0
FL05207,1,0,0,0,0,0,0
FL05208,1,0,0,0,0,0,0
FL05209,1,0,0,0,0,0,0
FL05210,1,0,0,0,0,0,0
FL05211,1,0,0,0,0,0,0
FL05212,1,0,0,0,0,0,0
FL05213,1,0,0,0,0,0,0
FL05214,1,1,1,0,0,0,0
FL05215,1,0,0,0,0,0,0
FL05216,1,0,0,0,0,0,0
FL05217,1,0,0,0,0,0,0
FL05218,1,0,0,0,0,0,0
FL05219,1,0,0,0,0,0,0
FL05220,1,0,0,0,0,0,0
FL05226,1,0,0,0,0,0,0
FL05228,1,0,0,0,0,0,0
FL05229,1,0,0,0,0,0,0
FL05230,1,0,0,0,0,0,0
FL05240,1,0,0,0,0,0,0
FL05250,1,0,0,0,0,0,0
FL05280,1,0,0,0,0,0,0
FL05290,1,0,0,0,0,0,0
FL05300,1,0,0,0,0,0,0
FL05301,1,0,0,0,0,0,0
FL05302,1,0,0,0,0,0,0
FL05303,1,0,0,0,0,0,0
FL05309,1,0,0,0,0,0,0
FL05310,1,0,0,0,0,0,0
FL05311,1,0,0,0,0,0,0
FL05312,1,0,0,0,0,0,0
FL05313,1,0,0,0,0,0,0
FL05316,1,0,0,0,0,0,0
FL05321,1,0,0,0,0,0,0
FL05350,1,0,0,0,0,0,0
FL05380,1,0,0,0,0,0,0
FL05390,1,0,0,0,0,0,0
FL05400,1,0,0,0,0,0,0
FL05401,1,0,0,0,0,0,0
FL05402,1,0,0,0,0,0,0
FL05403,1,0,0,0,0,0,0
FL05404,1,0,0,0,0,0,0
FL05450,1,0,0,0,0,0,0
FL05480,1,0,0,0,0,0,0
FL05490,1,0,0,0,0,0,0
FL05500,1,0,0,0,0,0,0
FL05501,1,0,0,0,0,0,0
FL05502,1,0,0,0,0,0,0
FL05507,1,0,0,0,0,0,0
FL05550,1,0,0,0,0,0,0
FL05580,1,0,0,0,0,0,0
FL05590,1,0,0,0,0,0,0
FL05600,1,0,0,0,0,0,0
FL05601,1,0,0,0,0,0,0
FL05602,1,0,0,0,0,0,0
FL05650,1,0,0,0,0,0,0
FL05680,1,0,0,0,0,0,0
FL05690,1,0,0,0,0,0,0
FL05700,1,0,0,0,0,0,0
FL05701,1,0,0,0,0,0,0
FL05702,1,0,0,0,0,0,0
FL05707,1,0,0,0,0,0,0
FL05750,1,0,0,0,0,0,0
FL05780,1,0,0,0,0,0,0
FL05790,1,0,0,0,0,0,0
FL05800,1,0,0,0,0,0,0
FL05801,1,1,1,0,0,0,0
FL05802,1,0,0,0,0,0,0
FL05803,1,0,0,0,0,0,0
FL05806,1,0,0,0,0,0,0
FL05807,1,0,0,0,0,0,0
FL05850,1,0,0,0,0,0,0
FL05880,1,0,0,0,0,0,0
FL05890,1,0,0,0,0,0,0
FL05900,1,0,0,0,0,0,0
FL05901,1,0,0,0,0,0,0
FL05902,1,0,0,0,0,0,0
FL05903,1,0,0,0,0,0,0
FL05904,1,0,0,0,0,0,0
FL05905,1,0,0,0,0,0,0
FL05906,1,0,0,0,0,0,0
FL05907,1,0,0,0,0,0,0
FL05950,1,0,0,0,0,0,0
FL05980,1,0,0,0,0,0,0
FL05990,1,0,0,0,0,0,0
FL06000,1,0,0,0,0,0,0
FL06001,1,0,0,0,0,0,0
FL06002,1,0,0,0,0,0,0
FL06003,1,0,0,0,0,0,0
FL06004,1,0,0,0,0,0,0
FL06005,1,0,0,0,0,0,0
FL06006,1,0,0,0,0,0,0
FL06050,1,0,0,0,0,0,0
FL06080,1,0,0,0,0,0,0
FL06090,1,0,0,0,0,0,0
FL06100,1,0,0,0,0,0,0
FL06102,1,0,0,0,0,0,0
FL06110,1,0,0,0,0,0,0
FL06150,1,0,0,0,0,0,0
FL06180,1,0,0,0,0,0,0
FL06190,1,0,0,0,0,0,0
FL06200,1,0,0,0,0,0,0
FL06201,1,0,0,0,0,0,0
FL06202,1,0,0,0,0,0,0
FL06250,1,0,0,0,0,0,0
FL06280,1,0,0,0,0,0,0
FL06290,1,0,0,0,0,0,0
FL06300,1,0,0,0,0,0,0
FL06304,1,0,0,0,0,0,0
FL06350,1,0,0,0,0,0,0
FL06380,1,0,0,0,0,0,0
FL06390,1,0,0,0,0,0,0
FL06400,1,0,0,0,0,0,0
FL06401,1,0,0,0,0,0,0
FL06402,1,0,0,0,0,0,0
FL06403,1,0,0,0,0,0,0
FL06404,1,0,0,0,0,0,0
FL06405,1,0,0,0,0,0,0
FL06406,1,0,0,0,0,0,0
FL06407,1,0,0,0,0,0,0
FL06408,1,0,0,0,0,0,0
FL06409,1,0,0,0,0,0,0
FL06410,1,0,0,0,0,0,0
FL06412,1,0,0,0,0,0,0
FL06413,1,0,0,0,0,0,0
FL06414,1,0,0,0,0,0,0
FL06417,1,0,0,0,0,0,0
FL06424,1,0,0,0,0,0,0
FL06450,1,0,0,0,0,0,0
FL06480,1,0,0,0,0,0,0
FL06490,1,0,0,0,0,0,0
FL06500,1,0,0,0,0,0,0
FL06504,1,0,0,0,0,0,0
FL06550,1,0,0,0,0,0,0
FL06580,1,0,0,0,0,0,0
FL06590,1,0,0,0,0,0,0
FL06600,1,0,0,0,0,0,0
FL06601,1,0,0,0,0,0,0
FL06650,1,0,0,0,0,0,0
FL06680,1,0,0,0,0,0,0
FL06690,1,0,0,0,0,0,0
FL06700,1,0,0,0,0,0,0
FL06701,1,0,0,0,0,0,0
FL06705,1,0,0,0,0,0,0
FL06750,1,0,0,0,0,0,0
FL06780,1,0,0,0,0,0,0
FL06790,1,0,0,0,0,0,0
IDDI011,1,0,0,0,0,0,0
ILCPD00,12,14,0,0,2,0,0
IL00100,12,0,0,0,0,0,0
IL00101,12,0,0,0,0,0,0
IL00103,12,0,0,0,0,0,0
IL00200,12,0,0,0,0,0,0
IL00201,12,0,0,0,0,0,0
IL00300,12,0,0,0,0,0,0
IL00301,12,0,0,0,0,0,0
IL00305,12,0,0,0,0,0,0
IL00400,12,0,0,0,0,0,0
IL00401,12,0,0,0,0,0,0
IL00500,12,0,0,0,0,0,0
IL00600,12,0,0,0,0,0,0
IL00602,12,0,0,0,0,0,0
IL00604,12,0,0,0,0,0,0
IL00606,12,0,0,0,0,0,0
IL00607,12,0,0,0,0,0,0
IL00800,12,0,0,0,0,0,0
IL00803,12,0,0,0,0,0,0
IL00804,12,0,0,0,0,0,0
IL00805,12,0,0,0,0,0,0
IL00806,12,0,0,0,0,0,0
IL00900,12,0,0,0,0,0,0
IL00901,12,0,0,0,0,0,0
IL00902,12,3,0,0,0,0,0
IL00903,12,0,0,0,0,0,0
IL01000,12,0,0,0,0,0,0
IL01001,12,0,0,0,0,0,0
IL01002,12,0,0,0,0,0,0
IL01003,12,0,0,0,0,0,0
