ori,months_reported,sex_acts,sex_acts_cleared,sex_acts_juvenile_cleared,servitude,servitude_cleared,servitude_juvenile_cleared
MO0950B,7,0,0,0,0,0,0
MO0950C,6,0,0,0,0,0,0
MO0950D,5,0,0,0,0,0,0
MO0950H,6,0,0,0,0,0,0
MO0950P,6,0,0,0,0,0,0
MO09500,7,6,6,0,0,0,0
MO09501,5,0,0,0,0,0,0
MO09502,7,0,0,0,0,0,0
MO09503,6,0,0,0,0,0,0
MO09504,5,0,0,0,0,0,0
MO09505,6,0,0,0,0,0,0
MO09506,6,0,0,0,0,0,0
MO09507,12,0,0,0,0,0,0
MO09508,6,0,0,0,0,0,0
MO09509,5,0,0,0,0,0,0
MO09510,5,0,0,0,0,0,0
MO09511,6,0,0,0,0,0,0
MO09512,6,0,0,0,0,0,0
MO09514,7,0,0,0,0,0,0
MO09515,5,0,0,0,0,0,0
MO09516,6,0,0,0,0,0,0
MO09518,5,0,0,0,0,0,0
MO09519,5,0,0,0,0,0,0
MO09522,5,0,0,0,0,0,0
MO09523,5,0,0,0,0,0,0
MO09525,5,0,0,0,0,0,0
MO09526,5,0,0,0,0,0,0
MO09528,6,0,0,0,0,0,0
MO09529,5,0,0,0,0,0,0
MO09530,6,0,0,0,0,0,0
MO09531,6,0,0,0,0,0,0
MO09532,5,0,0,0,0,0,0
MO09533,6,0,0,0,0,0,0
MO09536,5,0,0,0,0,0,0
MO09538,5,0,0,0,0,0,0
MO09539,6,0,0,0,0,0,0
MO09541,5,0,0,0,0,0,0
MO09542,9,0,0,0,0,0,0
MO09543,12,0,0,0,0,0,0
MO09544,6,0,0,0,0,0,0
MO09545,6,0,0,0,0,0,0
MO09547,6,0,0,0,0,0,0
MO09548,5,0,0,0,0,0,0
MO09551,6,0,0,0,0,0,0
MO09552,6,0,0,0,0,0,0
MO09553,5,0,0,0,0,0,0
MO09555,7,0,0,0,0,0,0
MO09556,7,0,0,0,0,0,0
MO09557,8,0,0,0,0,0,0
MO09559,5,0,0,0,0,0,0
MO09561,11,0,0,0,0,0,0
MO09562,5,0,0,0,0,0,0
MO09563,5,0,0,0,0,0,0
MO09564,5,0,0,0,0,0,0
MO09565,5,0,0,0,0,0,0
MO09567,6,0,0,0,0,0,0
MO09569,5,0,0,0,0,0,0
MO09570,5,0,0,0,0,0,0
MO09572,7,0,0,0,0,0,0
MO09573,5,0,0,0,0,0,0
MO09575,7,0,0,0,0,0,0
MO09576,6,0,0,0,0,0,0
MO09577,5,0,0,0,0,0,0
MO09579,6,0,0,0,0,0,0
MO09580,8,0,0,0,0,0,0
MO09581,7,0,0,0,0,0,0
MO09584,7,0,0,0,0,0,0
MO09585,6,0,0,0,0,0,0
MO0959A,5,0,0,0,0,0,0
MO09591,1,0,0,0,0,0,0
MO09592,5,0,0,0,0,0,0
MO09597,6,0,0,0,0,0,0
MO09701,5,0,0,0,0,0,0
MO09702,5,0,0,0,0,0,0
MO09800,6,0,0,0,0,0,0
MO09801,5,0,0,0,0,0,0
MO09802,6,0,0,0,0,0,0
MO09803,6,0,0,0,0,0,0
MO09805,5,0,0,0,0,0,0
MO09806,5,0,0,0,0,0,0
MO09900,7,0,0,0,0,0,0
MO09905,6,0,0,0,0,0,0
MO10000,8,0,0,0,0,0,0
MO10001,7,0,0,0,0,0,0
MO10100,8,0,0,0,0,0,0
MO10101,7,0,0,0,0,0,0
MO10105,5,0,0,0,0,0,0
MO10106,5,0,0,0,0,0,0
MO10108,10,0,0,0,0,0,0
MO10109,5,0,0,0,0,0,0
MO10200,5,0,0,0,0,0,0
MO10201,5,0,0,0,0,0,0
MO10202,10,0,0,0,0,0,0
MO10203,6,0,0,0,0,0,0
MO10300,7,0,0,0,0,0,0
MO10304,6,0,0,0,0,0,0
MO10400,5,0,0,0,0,0,0
MO10401,6,0,0,0,0,0,0
MO10402,9,0,0,0,0,0,0
MO10403,5,0,0,0,0,0,0
MO10404,7,0,0,0,0,0,0
MO10405,6,0,0,0,0,0,0
MO10409,7,0,0,0,0,0,0
MO10500,7,0,0,0,0,0,0
MO10501,9,0,0,0,0,0,0
MO10502,5,0,0,0,0,0,0
MO10503,10,0,0,0,0,0,0
MO10504,5,0,0,0,0,0,0
MO10505,5,0,0,0,0,0,0
MO10506,7,0,0,0,0,0,0
MO10507,7,0,0,0,0,0,0
MO10600,8,0,0,0,0,0,0
MO10601,6,0,0,0,0,0,0
MO10700,5,0,0,0,0,0,0
MO10701,5,0,0,0,0,0,0
MO10702,5,0,0,0,0,0,0
MO10703,7,0,0,0,0,0,0
MO10704,7,0,0,0,0,0,0
MO10706,6,0,0,0,0,0,0
MO10800,5,0,0,0,0,0,0
MO10801,5,0,0,0,0,0,0
MO10802,6,0,0,0,0,0,0
MO10803,6,0,0,0,0,0,0
MO10805,6,0,0,0,0,0,0
MO10900,5,0,0,0,0,0,0
MO10901,6,0,0,0,0,0,0
MO11000,7,0,0,0,0,0,0
MO11001,6,0,0,0,0,0,0
MO11002,12,0,0,0,0,0,0
MO11003,7,0,0,0,0,0,0
MO11004,9,0,0,0,0,0,0
MO11100,7,0,0,0,0,0,0
MO11103,5,0,0,0,0,0,0
MO11200,6,0,0,0,0,0,0
MO11201,12,0,0,0,0,0,0
MO11203,6,0,0,0,0,0,0
MO11300,6,0,0,0,0,0,0
MO11301,5,0,0,0,0,0,0
MO11302,7,0,0,0,0,0,0
MO11304,5,0,0,0,0,0,0
MO11305,5,0,0,0,0,0,0
MO11306,6,0,0,0,0,0,0
MO11400,6,0,0,0,0,0,0
MO11500,7,0,0,0,0,0,0
MO11501,6,0,0,0,0,0,0
MO11502,5,0,0,0,0,0,0
MO11503,9,0,0,0,0,0,0
MO11504,6,0,0,0,0,0,0
NMNSP00,1,0,0,0,0,0,0
NM00302,3,0,0,0,0,0,0
NM00400,7,0,0,0,0,0,0
NM00401,1,0,0,0,0,0,0
NM00702,6,0,0,0,0,0,0
NM00801,1,0,0,0,0,0,0
NM00802,1,0,0,0,0,0,0
NM01304,1,0,0,0,0,0,0
NM01500,1,0,0,0,0,0,0
NM01501,1,0,0,0,0,0,0
NM01901,1,0,0,0,0,0,0
NM02303,1,0,0,0,0,0,0
NM03101,1,0,0,0,0,0,0
NM03202,1,0,0,0,0,0,0
NM03203,1,0,0,0,0,0,0
NM03304,1,0,0,0,0,0,0
OH00200,2,1,1,0,1,0,0
OH00201,1,0,0,0,0,0,0
OH00202,7,0,0,0,0,0,0
OH00204,1,0,0,0,0,0,0
OH00402,3,0,0,0,0,0,0
OH00510,10,0,0,0,0,0,0
OH00901,7,0,0,0,0,0,0
OH00902,1,0,0,0,0,0,0
OH00903,1,0,0,0,0,0,0
OH00905,8,0,0,0,0,0,0
OH00915,1,0,0,0,0,0,0
OH01001,1,0,0,0,0,0,0
OH01202,12,0,0,0,0,0,0
OH01803,1,0,0,0,0,0,0
OH01804,1,0,0,0,0,0,0
OH01810,5,0,0,0,0,0,0
OH01813,1,0,0,0,0,0,0
OH01815,2,0,0,0,0,0,0
OH01820,1,0,0,0,0,0,0
OH01821,1,0,0,0,0,0,0
OH01823,9,0,0,0,0,0,0
OH01824,1,0,0,0,0,0,0
OH01829,1,0,0,0,0,0,0
OH01832,10,0,0,0,0,0,0
OH01839,1,0,0,0,0,0,0
OH01843,9,0,0,0,0,0,0
OH01851,1,0,0,0,0,0,0
OH01852,11,0,0,0,0,0,0
OH01854,1,0,0,0,0,0,0
OH01857,1,0,0,0,0,0,0
OH01859,7,0,0,0,0,0,0
OH01864,5,0,0,0,0,0,0
OH02101,1,0,0,0,0,0,0
OH02204,8,0,0,0,0,0,0
OH02208,1,0,0,0,0,0,0
OH02503,1,0,0,0,0,0,0
OH02507,12,0,0,0,0,0,0
OH02801,4,0,0,0,0,0,0
OH02805,2,0,0,0,0,0,0
OH02806,1,0,0,0,0,0,0
OH02818,2,0,0,0,0,0,0
OH02904,6,0,0,0,0,0,0
OH02912,8,0,0,0,0,0,0
OH03102,4,0,0,0,0,0,0
OH03107,1,0,0,0,0,0,0
OH03110,11,0,0,0,0,0,0
OH03116,1,0,0,0,0,0,0
OH03117,4,0,0,0,0,0,0
OH03122,2,0,0,0,0,0,0
OH03137,6,0,0,0,0,0,0
OH03142,1,0,0,0,0,0,0
OH03600,1,0,0,0,0,0,0
OH04102,1,0,0,0,0,0,0
OH04300,2,0,0,0,0,0,0
OH04301,9,0,0,0,0,0,0
OH04304,12,0,0,0,0,0,0
OH04305,1,0,0,0,0,0,0
OH04306,1,0,0,0,0,0,0
OH04308,9,0,0,0,0,0,0
OH04312,11,0,0,0,0,0,0
OH04322,7,0,0,0,0,0,0
OH04324,10,0,0,0,0,0,0
OH04407,5,0,0,0,0,0,0
OH04500,1,0,0,0,0,0,0
OH04601,1,0,0,0,0,0,0
OH04706,6,0,0,0,0,0,0
OH04707,1,0,0,0,0,0,0
OH04710,11,0,0,0,0,0,0
OH04807,7,0,0,0,0,0,0
OH05014,5,0,0,0,0,0,0
OH05208,1,0,0,0,0,0,0
OH05212,9,0,0,0,0,0,0
OH05701,12,0,0,0,0,0,0
OH05705,1,0,0,0,0,0,0
OH05711,1,0,0,0,0,0,0
OH05713,10,0,0,0,0,0,0
OH05715,6,0,0,0,0,0,0
OH05716,1,0,0,0,0,0,0
OH06000,1,0,0,0,0,0,0
OH06200,7,0,0,0,0,0,0
OH06208,1,0,0,0,0,0,0
OH06700,1,0,0,0,0,0,0
OH06701,10,0,0,0,0,0,0
OH06703,10,0,0,0,0,0,0
OH06711,1,0,0,0,0,0,0
OH06713,1,0,0,0,0,0,0
OH06714,1,0,0,0,0,0,0
OH07007,1,0,0,0,0,0,0
OH07202,1,0,0,0,0,0,0
OH07203,1,0,0,0,0,0,0
OH07309,10,0,0,0,0,0,0
OH07601,4,0,0,0,0,0,0
OH07604,1,0,0,0,0,0,0
OH07606,5,0,0,0,0,0,0
OH07609,1,0,0,0,0,0,0
OH07703,1,0,0,0,0,0,0
OH07714,2,0,0,0,0,0,0
OH07719,1,0,0,0,0,0,0
OH07730,10,0,0,0,0,0,0
OH07814,1,0,0,0,0,0,0
OH08303,7,0,0,0,0,0,0
OH08807,4,0,0,0,0,0,0
OR01303,4,0,0,0,0,0,0
TNMPD00,3,3,2,0,0,0,0
TN03201,1,1,1,0,0,0,0
UT02003,1,0,0,0,0,0,0
WA01736,2,2,2,0,0,0,0
WY00100,6,0,0,0,0,0,0
WY00101,5,0,0,0,0,0,0
WY00102,6,0,0,0,0,0,0
WY00200,6,0,0,0,0,0,0
WY00201,3,0,0,0,0,0,0
WY00203,5,0,0,0,0,0,0
WY00300,6,0,0,0,0,0,0
WY00301,6,0,0,0,0,0,0
WY00400,6,0,0,0,0,0,0
WY00401,6,0,0,0,0,0,0
WY00402,6,0,0,0,0,0,0
WY00405,5,0,0,0,0,0,0
WY00500,5,0,0,0,0,0,0
WY00501,6,0,0,0,0,0,0
WY00502,6,0,0,0,0,0,0
WY00600,6,0,0,0,0,0,0
WY00601,6,0,0,0,0,0,0
WY00602,6,0,0,0,0,0,0
WY00603,6,0,0,0,0,0,0
WY00700,6,0,0,0,0,0,0
WY00701,5,0,0,0,0,0,0
WY00702,6,0,0,0,0,0,0
WY00800,6,0,0,0,0,0,0
WY00801,6,0,0,0,0,0,0
WY00900,6,0,0,0,0,0,0
WY00901,6,0,0,0,0,0,0
WY01000,6,0,0,0,0,0,0
WY01001,6,0,0,0,0,0,0
WY01100,6,0,0,0,0,0,0
WY01101,6,0,0,0,0,0,0
WY01102,2,0,0,0,0,0,0
WY01200,6,0,0,0,0,0,0
WY01201,6,0,0,0,0,0,0
WY01202,5,0,0,0,0,0,0
WY01203,6,0,0,0,0,0,0
WY01300,6,0,0,0,0,0,0
WY01301,6,0,0,0,0,0,0
WY01302,6,0,0,0,0,0,0
WY01304,6,0,0,0,0,0,0
WY01400,6,0,0,0,0,0,0
WY01401,5,0,0,0,0,0,0
WY01500,6,0,0,0,0,0,0
WY01501,6,0,0,0,0,0,0
WY01502,5,0,0,0,0,0,0
WY01600,5,0,0,0,0,0,0
WY01601,6,0,0,0,0,0,0
WY01602,6,0,0,0,0,0,0
WY01700,6,0,0,0,0,0,0
WY01701,5,0,0,0,0,0,0
WY01704,4,0,0,0,0,0,0
WY01800,6,0,0,0,0,0,0
WY01900,3,0,0,0,0,0,0
WY01901,6,0,0,0,0,0,0
WY01902,6,0,0,0,0,0,0
WY02001,6,0,0,0,0,0,0
WY02100,5,0,0,0,0,0,0
WY02101,6,0,0,0,0,0,0
WY02200,6,0,0,0,0,0,0
WY02201,6,0,0,0,0,0,0
WY02300,6,0,0,0,0,0,0
WY02301,5,0,0,0,0,0,0
AK00101,6,0,0,0,0,0,0
AK00102,8,0,0,0,0,0,0
AK00103,4,0,0,0,0,0,0
AK00105,2,0,0,0,0,0,0
AK00107,12,0,0,0,0,0,0
AK00109,5,0,0,0,0,0,0
AK00110,9,0,0,0,0,0,0
AK00113,6,0,0,0,0,0,0
AK00116,6,0,0,0,0,0,0
AK00120,2,0,0,0,0,0,0
AK00122,11,0,0,0,0,0,0
AK00123,7,0,0,0,0,0,0
AK00126,2,0,0,0,0,0,0
AK00130,3,0,0,0,0,0,0
AK00132,3,0,0,0,0,0,0
AK00133,1,0,0,0,0,0,0
AK00142,5,0,0,0,0,0,0
AK00143,4,0,0,0,0,0,0
AK00146,2,0,0,0,0,0,0
GMTGM00,4,0,0,0,0,0,0
VI00100,12,0,0,0,0,0,0
VI00103,4,0,0,0,0,0,0
